FIPS Code,less_than_hs,hs_diploma_only,some_college_or_associates,bachelors_or_higher
1001,4291,12551,10596,9929
1003,13893,41797,47274,48148
1005,4812,6396,4676,2080
1007,3386,7256,3848,1678
1009,7763,13299,13519,5210
1011,1798,2860,1587,856
1013,2066,6244,3279,2230
1015,12315,25940,26233,14620
1017,4372,8739,7515,3163
1019,3478,7598,5391,2407
1021,5474,13348,7401,3823
1023,1737,3515,2964,1113
1025,3259,7005,4456,2050
1027,2205,3577,2678,999
1029,2198,3980,2687,1616
1031,4967,9615,12667,8044
1033,5783,14740,11366,7070
1035,1384,4516,1805,1128
1037,1652,3327,2221,1059
1039,4366,9819,8119,4020
1041,2016,3830,2157,1687
1043,10648,19668,19406,8004
1045,4651,10819,11961,6078
1047,4757,9411,8178,3854
1049,12072,16431,13241,6246
1051,7503,18232,16298,14060
1053,4878,11308,6449,3224
1055,11127,23668,24422,12815
1057,2037,4831,3387,1451
1059,4739,7601,5539,2907
1061,3672,6714,5943,2331
1063,1204,2237,1766,586
1065,1587,4303,2620,1411
1067,2509,3961,3622,2076
1069,10076,22558,23893,15672
1071,6218,15177,10429,5175
1073,44684,118636,136299,150124
1075,1737,3912,3014,1174
1077,8026,22873,17759,14948
1079,4825,9605,5954,2930
1081,8849,23026,30907,34273
1083,10098,20044,18829,16971
1085,1529,2800,1696,1037
1087,2190,3633,3760,2450
1089,20562,51126,70137,105935
1091,2118,4970,3895,2109
1093,4345,7408,6804,2715
1095,11761,19920,19887,12387
1097,37736,94715,81698,64689
1099,2113,6952,3670,1983
1101,19978,37648,42690,50254
1103,13137,25075,25790,18476
1105,1010,2172,1361,1340
1107,2680,5388,4380,2047
1109,2901,6899,4918,4580
1111,3213,5502,4454,2607
1113,6297,12237,13449,6937
1115,9488,21849,20207,9880
1117,10658,28835,43503,62431
1119,1076,2860,2408,1744
1121,11014,18881,17721,8377
1123,5546,9376,8458,5287
1125,15036,38580,35780,39660
1127,8141,16796,14765,5080
1129,1971,4886,3052,1437
1131,1675,2808,1742,889
1133,3635,6556,4764,2201
2013,380,1137,798,301
2016,435,1611,1378,703
2020,11701,44936,65951,69282
2050,1871,4550,2216,1164
2060,38,235,219,143
2068,25,423,511,668
2070,396,1078,782,639
2090,3406,13993,25045,19402
2100,46,558,621,625
2110,818,4875,8202,8666
2122,2977,12702,14977,9995
2130,697,2864,3644,2437
2150,912,2653,2868,2501
2158,847,2246,760,157
2164,110,406,254,148
2170,4808,22553,26100,14725
2180,852,2270,1507,891
2185,668,2795,1967,1075
2188,735,1964,953,557
2220,325,1683,2087,2051
2240,458,1546,1624,890
2261,300,1997,2185,1998
2282,39,148,155,100
2290,483,1383,1108,468
4001,8809,14491,16120,5529
4003,11057,21124,35205,20253
4005,7876,18310,26852,30042
4007,5378,10955,15629,7368
4009,3495,6809,9810,3592
4011,699,2032,2332,791
4012,3702,5000,5423,1928
4013,353350,644671,939477,941317
4015,22068,55982,59836,20505
4017,11720,21383,26664,10758
4019,79892,153022,232157,222733
4021,42607,87608,110668,58470
4023,6857,8398,8060,5987
4025,15683,45277,68914,45341
4027,35444,34067,43093,19912
5001,1999,4832,3633,1959
5003,2307,6027,3765,1703
5005,3581,11536,10976,5682
5007,19857,50742,45308,58000
5009,3271,8675,9844,4193
5011,1426,3105,1911,1078
5013,586,1661,1046,424
5015,2724,7134,5781,4213
5017,1431,2833,1995,1182
5019,1323,3976,4364,3508
5021,1845,4410,2947,1323
5023,2627,8007,5153,2906
5025,594,2653,1526,926
5027,2071,6116,3595,2879
5029,1876,6352,3995,2263
5031,7362,23849,19662,18091
5033,6347,15753,13409,6747
5035,5385,10768,9414,5400
5037,1883,4778,3191,1661
5039,826,2267,1442,610
5041,1482,3491,1753,1100
5043,1526,4115,3364,2656
5045,6196,23112,23378,23183
5047,1956,4930,3672,1459
5049,1275,3171,3322,1083
5051,7779,22462,25762,15464
5053,1170,5570,3600,2380
5055,3536,13792,7887,4859
5057,2491,5276,4400,2162
5059,3442,9474,8150,3227
5061,1297,3371,2921,1192
5063,3512,9451,7753,4406
5065,1653,3876,3334,1332
5067,2421,5186,3361,1239
5069,6499,18240,13726,8439
5071,3678,7082,3982,2679
5073,995,1972,1161,775
5075,1782,4340,3377,1730
5077,1632,2728,1668,726
5079,1951,4878,2481,1004
5081,960,3882,2762,1090
5083,2108,6902,4256,2043
5085,5246,17701,15363,9944
5087,2164,4903,2522,1590
5089,1700,4727,4022,2151
5091,4018,10473,10200,4970
5093,5137,10586,7757,3771
5095,1064,2077,1252,639
5097,1351,2432,2002,902
5099,562,2513,1917,853
5101,774,2026,1754,1172
5103,2286,6816,4908,2370
5105,1099,3022,2213,918
5107,2367,3833,4146,1653
5109,949,2865,2410,1301
5111,3204,7019,4265,1804
5113,2119,5136,4817,1981
5115,6286,14253,10742,9220
5117,1004,2388,1663,923
5119,25739,69244,80241,91541
5121,2093,4417,4028,1694
5123,3239,6739,6075,1861
5125,7756,25927,26944,22073
5127,1460,2853,2034,652
5129,1057,2326,1721,689
5131,13548,26385,26951,18122
5133,2510,4003,2806,1367
5135,2052,5071,4022,1261
5137,1737,3215,2987,1279
5139,4029,9509,7583,5642
5141,1820,5213,3425,1777
5143,21148,36273,36611,46968
5145,7975,20092,12382,10659
5147,853,2041,1113,655
5149,3160,5806,3673,1858
6001,135524,205980,275053,556105
6003,68,216,220,266
6005,3024,8322,13112,5837
6007,15864,33186,58310,40149
6009,3424,9759,15281,6384
6011,3932,3586,4107,2052
6013,82921,135825,235034,333398
6015,3918,6095,6724,2907
6017,9029,29137,51867,46995
6019,145232,137213,193773,127919
6021,4518,4890,6002,2541
6023,8811,20505,35024,28123
6025,33336,26782,33247,16760
6027,1508,3775,4334,3587
6029,139316,149493,160896,88094
6031,24758,23488,31040,13630
6033,6604,14169,18441,7212
6035,3807,7799,8081,2928
6037,1437059,1419449,1789308,2241079
6039,27373,24303,31659,14192
6041,12759,20018,44352,113274
6043,1283,3320,5681,3348
6045,8346,15528,22974,15157
6047,49522,40500,48248,22118
6049,1025,2224,2467,1024
6051,1135,2402,3529,2861
6053,78519,56000,73043,68106
6055,14227,17473,31432,35091
6057,4286,13957,29450,28307
6059,315045,373447,599846,880086
6061,14777,48614,99628,107378
6063,709,3773,6565,3432
6065,280136,418902,512894,347937
6067,126265,230622,354374,317319
6069,7616,9644,14012,7686
6071,270241,355250,441645,283484
6073,282031,409613,683145,871782
6075,80204,83795,127615,403716
6077,96843,132461,150446,87705
6079,16514,37609,67922,66812
6081,57386,81909,130946,281049
6083,52419,49006,79694,93973
6085,155203,188180,292055,699520
6087,24593,27933,53963,73511
6089,11275,32118,55087,28044
6091,185,766,1035,434
6093,3095,8074,13170,7343
6095,35139,72340,114484,81736
6097,40280,67371,124081,127582
6099,72491,100758,111725,58652
6101,13673,14613,22916,11424
6103,6780,13212,16990,6868
6105,752,3428,3745,1922
6107,79125,69314,83215,39697
6109,3829,11691,17313,8471
6111,85256,109206,183009,192675
6113,17179,23086,34470,52851
6115,8506,11333,20001,8193
8001,52590,92779,100196,78690
8003,1264,2742,3204,2409
8005,32339,91255,127088,187205
8007,777,2131,3462,3767
8009,359,730,961,558
8011,691,2210,1116,517
8013,10596,24916,45172,132071
8014,1439,6793,12562,26198
8015,1004,4193,5082,5244
8017,112,492,477,257
8019,102,1613,2115,3546
8021,636,1794,1747,1109
8023,532,684,1038,539
8025,540,1653,1339,351
8027,244,791,1537,1240
8029,2071,8544,6843,4835
8031,60938,85694,110587,251499
8033,86,506,469,337
8035,4158,26712,62264,128705
8037,4522,5854,9968,18161
8039,600,4422,6740,6564
8041,26003,92340,159628,174144
8043,3668,14532,11922,6820
8045,4685,10623,11811,12179
8047,76,1055,1844,1948
8049,629,3100,3456,4396
8051,278,1687,2677,5959
8053,44,160,178,321
8055,396,1546,2171,1103
8057,123,274,382,195
8059,22750,84160,120528,187387
8061,43,355,385,213
8063,544,1957,1725,972
8065,905,1433,1426,1799
8067,1771,7958,12456,17588
8069,9396,43024,67178,107189
8071,1279,3103,4087,2058
8073,374,2243,982,518
8075,1577,5114,5401,3063
8077,9849,28768,36165,29392
8079,18,110,245,324
8081,1004,3447,2879,1563
8083,1852,5449,5801,5510
8085,3266,9344,9627,7487
8087,3879,5759,5547,3216
8089,1552,3875,4452,2258
8091,86,613,1312,1840
8093,327,4373,5233,4216
8095,322,927,884,667
8097,425,2332,2607,8316
8099,1516,2027,2806,1425
8101,11721,33019,44046,24679
8103,342,1328,1585,958
8105,992,2459,2331,1873
8107,588,3751,4960,9241
8109,818,1475,1469,1067
8111,30,125,157,173
8113,193,925,1338,3593
8115,210,470,619,315
8117,1663,4194,5270,12232
8119,522,4354,6793,7062
8121,275,1171,1423,521
8123,23401,53700,65333,54106
8125,759,2285,2156,1446
9001,64195,138177,132514,308399
9003,64286,165917,155526,237493
9005,9482,40214,37265,47658
9007,6904,30810,31320,50299
9009,59146,183255,145797,209002
9011,14425,55525,55371,62636
9013,4786,25936,25192,40173
9015,9439,26994,25154,19805
10001,14834,38843,36347,28030
10003,32032,118233,94434,138627
10005,19950,52373,48136,47481
11001,44850,83185,76822,289259
12001,11957,34349,45426,70092
12003,2726,8115,5699,2525
12005,11994,39827,46154,30463
12007,4049,8036,5835,1959
12009,33886,122936,146837,131166
12011,150481,372500,397726,441489
12013,2431,4375,2717,1001
12015,14035,51644,48724,35031
12017,13432,42963,37992,21141
12019,11852,44850,51802,36062
12021,36295,72916,70200,102709
12023,6721,17782,16754,7198
12027,6993,11586,4806,3049
12029,2701,5420,3104,1302
12031,65245,177939,204275,192175
12033,20096,57442,77512,56000
12035,6514,28792,27508,21038
12037,1764,3154,2493,1712
12039,6485,11639,8812,5215
12041,1793,5168,3666,1642
12043,2604,3902,2567,1139
12045,1739,4283,3632,2300
12047,2801,4711,2053,823
12049,3991,8576,3117,1786
12051,8647,8659,6235,2130
12053,16900,49113,47711,25716
12055,11274,30650,23513,13591
12057,110378,264095,272909,326431
12059,3001,5727,3843,1509
12061,12609,36070,35313,34512
12063,6848,13490,10340,4416
12065,1980,3809,2744,2447
12067,1469,2308,1463,698
12069,26877,82048,85538,61408
12071,64308,171793,162039,156706
12073,11158,32737,48716,79612
12075,4476,12179,9351,3609
12077,1111,2731,1262,858
12079,2582,5400,3707,1906
12081,29576,86265,85719,85483
12083,32755,97192,80597,53003
12085,11083,30513,39239,41795
12086,355100,522159,466710,570125
12087,5105,15888,18032,20467
12089,5316,19369,18344,18053
12091,10654,34653,51191,43580
12093,6608,11434,7627,3283
12095,103704,220379,267476,312816
12097,30805,72560,78185,50606
12099,123394,257316,297944,393340
12101,40030,126435,122704,91560
12103,64593,207322,234393,235088
12105,71051,165074,143280,95851
12107,9501,21550,14794,6432
12109,8976,37117,49792,77518
12111,31108,75469,71562,49132
12113,10582,32739,44953,33892
12115,23136,96873,96364,118657
12117,18561,68681,109047,128662
12119,8817,34071,33639,35684
12121,5499,12119,8700,4817
12123,3418,7055,4283,1344
12125,2636,4194,3356,1032
12127,37726,126218,139261,94124
12129,2865,8451,7749,4278
12131,5429,14252,16072,14275
12133,3352,7175,5116,2238
13001,3081,4758,3241,1208
13003,1705,1805,1054,636
13005,1318,3116,2151,769
13007,436,852,671,290
13009,4004,9873,7737,6556
13011,3125,4926,3171,1736
13013,8031,17703,16328,9857
13015,11501,23463,22190,13091
13017,1838,5052,3016,1255
13019,2767,5597,3319,1510
13021,13999,30466,30093,25373
13023,898,3212,2270,1471
13025,2700,5691,3246,1131
13027,1645,3875,3580,1965
13029,1955,5675,7987,7740
13031,5384,11591,14110,11472
13033,2933,5644,4201,1950
13035,3295,7593,4017,2078
13037,1277,1729,1275,429
13039,2917,10824,11859,8029
13043,1633,2685,1943,936
13045,11397,24742,22367,15625
13047,5755,15115,15257,9832
13049,2365,3670,2304,806
13051,19626,47070,62379,65257
13053,293,1452,1867,1510
13055,4477,6862,4240,1528
13057,13131,37271,52311,63567
13059,8525,14117,17071,31201
13061,439,797,686,275
13063,26680,59157,55653,34324
13065,1366,1503,1119,443
13067,39843,93253,132007,238686
13069,6852,10497,7193,3675
13071,7447,11456,6821,3764
13073,7261,23829,32576,36382
13075,2358,4108,3311,1525
13077,10388,27378,29057,28989
13079,1468,3483,2839,916
13081,2603,5698,4704,2136
13083,2139,4191,3096,1685
13085,2247,5102,4812,5364
13087,3101,6520,5679,2444
13089,54396,106359,123876,225060
13091,2143,6570,4036,2123
13093,2214,4073,2432,1200
13095,9579,17371,18284,12306
13097,11300,28110,27097,26093
13099,1338,2535,1924,1029
13101,721,1170,628,271
13103,4608,14781,12148,7896
13105,2885,5470,3461,1557
13107,3186,6076,3681,1938
13109,1716,2800,1555,1136
13111,2624,6556,6131,4262
13113,3559,15941,21497,35275
13115,11383,22254,17642,13537
13117,10430,23028,35924,78687
13119,2748,6103,4185,2469
13121,52085,124030,153992,370539
13123,4076,7894,5769,4559
13125,444,835,525,237
13127,7039,15796,18645,17652
13129,8437,13317,10807,5598
13131,3364,6634,4576,2359
13133,1893,4291,3225,3454
13135,71956,130107,165647,215339
13137,6173,10507,7747,5857
13139,27103,35963,34866,31756
13141,1703,2841,1479,567
13143,3736,7186,6055,2938
13145,1870,5669,8870,7503
13147,3452,6887,5378,2924
13149,1646,3651,2091,705
13151,12763,46090,45282,41430
13153,8489,27171,36365,28448
13155,1157,2507,1631,943
13157,7310,14741,13398,10408
13159,1662,3676,2936,1370
13161,2020,3764,2949,1002
13163,2511,4448,2634,1052
13165,1212,2618,1556,461
13167,1732,3202,1398,637
13169,2140,7706,5951,3846
13171,1573,4789,3860,1922
13173,1372,2593,1757,1128
13175,4476,13687,8424,5152
13177,1768,5757,6903,4908
13179,3302,11201,14511,6488
13181,1029,2287,1534,914
13183,1446,4069,4156,2043
13185,9101,21391,20377,17240
13187,3113,6197,5717,5390
13189,2346,5878,3913,1979
13191,1640,4133,3336,1948
13193,2516,3313,2863,835
13195,3394,8012,5007,3734
13197,1342,2148,1750,812
13199,3005,5892,4377,1541
13201,715,1500,1319,575
13205,3473,6023,4263,1480
13207,2729,6344,4878,5109
13209,1102,2298,1669,966
13211,1582,4620,3965,2653
13213,7748,9912,6148,2665
13215,15197,34791,44402,32751
13217,9260,23398,22915,13695
13219,1364,4820,5708,13063
13221,2125,4077,2496,1790
13223,10991,34001,34988,23413
13225,3006,5270,5763,3631
13227,3351,7192,7013,5288
13229,2153,5543,3638,1628
13231,1477,5214,3656,2131
13233,5838,10416,7472,3773
13235,1581,3070,2600,1098
13237,1947,5897,4177,3666
13239,620,622,389,124
13241,1933,4199,3494,3069
13243,1194,1676,1334,482
13245,20935,41418,41393,28268
13247,6640,18584,18274,15542
13249,421,1182,1337,452
13251,1608,4035,2582,1497
13253,841,2294,1890,971
13255,8078,17735,10799,7917
13257,3125,6727,3911,3664
13259,1560,1781,954,595
13261,3533,6598,5430,3474
13263,831,2141,1159,570
13265,358,570,207,100
13267,4322,6817,4387,2354
13269,1217,2124,1603,715
13271,3580,5695,1741,1043
13273,1350,1939,2033,673
13275,4603,9585,8690,7514
13277,4662,8942,7515,4671
13279,3492,6587,4633,2835
13281,855,2537,2541,2551
13283,1237,1923,965,583
13285,7589,16060,13380,8691
13287,1046,2116,1751,650
13289,1594,2377,1478,726
13291,1988,6173,5899,4087
13293,3177,6884,5474,2394
13295,8749,17105,14622,8070
13297,7982,21932,17745,13234
13299,4555,9600,6613,3710
13301,1045,1550,823,481
13303,2672,6374,3464,1762
13305,3328,8405,5698,2595
13307,389,763,449,275
13309,1039,2739,911,735
13311,3103,6482,6612,4769
13313,20504,19772,16324,10556
13315,1138,2900,1553,775
13317,1130,3048,1796,954
13319,973,3142,1454,678
13321,2434,6072,4155,1562
15001,10886,42737,46398,41656
15003,55514,176669,211147,238767
15005,6,17,24,15
15007,3842,15313,16988,14909
15009,9473,36912,39613,32119
16001,14898,68859,105494,118604
16003,313,1119,1098,679
16005,4095,14352,20715,15104
16007,258,1527,1441,750
16009,807,2491,2198,987
16011,2988,8627,10080,5848
16013,1796,4052,4402,5609
16015,327,1756,2104,1560
16017,2955,9615,12004,7687
16019,5575,17620,24392,21686
16021,670,3480,2390,1616
16023,138,689,776,309
16025,49,316,248,119
16027,19948,42930,46038,24974
16029,387,1425,1755,837
16031,2293,4166,4934,2600
16033,221,154,108,67
16035,649,2402,2512,1211
16037,339,913,1164,779
16039,1689,4486,7449,3140
16041,769,3003,2766,1409
16043,1130,2538,2919,1825
16045,1458,4420,3992,2092
16047,2040,3413,2616,1672
16049,1147,4369,4191,2393
16051,1619,4191,6574,4060
16053,3284,4415,4390,2322
16055,7465,29662,44412,27458
16057,928,4404,6851,10134
16059,469,1793,2306,1357
16061,313,805,1112,486
16063,787,1118,1111,345
16065,668,2485,7244,5948
16067,2691,4154,4275,1821
16069,2228,9001,10366,6419
16071,268,955,1045,468
16073,1799,2515,2322,905
16075,2189,5300,5386,2391
16077,1031,1621,1560,751
16079,1271,3402,3466,1062
16081,481,1278,2788,3155
16083,6973,14682,21230,11146
16085,460,2272,3200,2588
16087,1066,2406,2485,1164
17001,3451,16335,14829,11510
17003,605,1832,1480,580
17005,1266,3888,3904,2683
17007,4829,12192,9775,8212
17009,826,1825,1528,684
17011,2165,8630,7928,4859
17013,294,1516,1183,497
17015,942,4066,3573,2082
17017,1358,3663,2198,1284
17019,6099,26859,34093,54913
17021,2439,9892,7298,4046
17023,786,4371,3612,2172
17025,1123,3605,3212,1398
17027,2649,8516,9597,5958
17029,2846,10048,11512,8555
17031,461880,829451,903730,1392515
17033,2066,3938,5421,2351
17035,716,3054,2670,1175
17037,4727,15289,21524,19856
17039,965,4297,3694,2425
17041,2200,4378,4062,2473
17043,44483,115986,161269,313945
17045,1256,4721,4496,2182
17047,362,1560,1966,628
17049,1622,8368,8077,5312
17051,2479,6146,4951,1727
17053,888,3299,3117,1983
17055,3045,9079,10781,4603
17057,2888,8779,9309,4467
17059,485,1474,1343,402
17061,879,4444,2818,1195
17063,2296,11417,12329,7756
17065,745,2022,2036,987
17067,850,4737,4645,2722
17069,609,967,1093,322
17071,447,2115,1585,929
17073,3041,11660,11819,8054
17075,2071,7842,6655,3129
17077,2840,8436,11811,11955
17079,687,2629,2288,1113
17081,3328,8101,10293,4750
17083,1182,5920,5062,3095
17085,1247,5788,5064,4032
17087,1635,2906,3195,1472
17089,53281,78727,99382,114683
17091,8599,25057,24087,15139
17093,5986,18127,26459,28658
17095,3849,12865,11797,6661
17097,42861,95007,112368,207440
17099,8816,27542,27133,13784
17101,1793,4113,4186,1764
17103,2804,8446,9181,4547
17105,2567,11372,7743,3752
17107,2299,7196,6819,4059
17109,1171,5686,5494,5873
17111,14270,55175,67035,71708
17113,4248,25798,27787,46998
17115,6968,25742,23933,16058
17117,2805,12850,10698,5934
17119,13961,55164,66200,49613
17121,2895,9231,10131,3979
17123,599,3309,2908,1588
17125,1067,4220,2994,1582
17127,1326,3365,3934,1396
17129,518,3130,2994,2093
17131,899,4408,3894,1934
17133,974,6674,8036,8460
17135,2581,8237,6637,3498
17137,2168,9574,7463,4589
17139,1509,3303,3237,1845
17141,3475,11891,12579,7624
17143,11163,33934,40209,37594
17145,2572,5636,5270,1931
17147,709,3930,3635,3310
17149,1238,4236,3523,1951
17151,467,1199,1231,435
17153,438,1413,1556,487
17155,309,1614,1609,701
17157,3674,8752,7905,3124
17159,1197,3287,4201,2310
17161,11278,29198,35313,23342
17163,15958,50187,62235,49954
17165,2278,4702,6845,3288
17167,10302,37131,42032,47107
17169,550,1850,1735,1060
17171,231,1696,1063,562
17173,1200,6922,4836,2619
17175,337,1615,1266,661
17177,2392,11204,12158,6261
17179,6791,29594,32368,24535
17181,1418,4333,3822,2659
17183,6097,21768,17169,7791
17185,770,2508,3410,1486
17187,1496,3582,3573,2556
17189,787,3373,3829,2113
17191,1390,4022,4341,1772
17193,999,3712,3681,1541
17195,3695,14823,13608,7162
17197,40481,121538,134770,154876
17199,3662,14787,17561,11575
17201,23914,61568,64136,44364
17203,1363,8160,7884,8651
18001,3248,8620,6088,3284
18003,25804,68442,79036,69013
18005,5276,17270,14703,18737
18007,591,2504,1809,941
18009,900,4216,2242,1145
18011,2749,8436,10786,21336
18013,903,3756,3469,3303
18015,1619,5716,4340,2336
18017,3775,10301,8287,3443
18019,8522,27939,27181,17099
18021,1574,7980,5569,3104
18023,3036,9142,5527,3453
18025,1445,3394,1786,764
18027,5387,6989,5472,2717
18029,3556,13327,9555,7831
18031,1618,7853,4706,3684
18033,2827,12221,8680,5221
18035,7298,24955,21928,16859
18037,3071,10971,7783,6793
18039,24936,45057,34079,25613
18041,2907,6823,4339,2153
18043,4899,16416,16116,15732
18045,1267,5035,3503,1712
18047,1967,6609,3683,3287
18049,1692,5625,4337,2188
18051,1853,9332,7516,4107
18053,5634,17822,12713,7888
18055,2745,9366,7272,3381
18057,6748,31346,47335,124554
18059,3666,16857,15091,15868
18061,3236,11097,8434,5230
18063,6540,29955,32107,40319
18065,3673,15031,10006,5652
18067,5979,20459,18263,12282
18069,2042,10344,7611,5022
18071,3803,12556,8599,5014
18073,2654,9735,6930,3213
18075,1646,6723,3809,1567
18077,2298,9448,6576,3989
18079,2315,8687,5682,2278
18081,8090,31891,29001,33485
18083,2772,8764,8825,4149
18085,7567,18395,14536,12328
18087,8649,6909,4703,2370
18089,37191,114960,101723,73988
18091,8903,30572,23833,13914
18093,3778,13593,9714,5078
18095,10441,35520,27541,16578
18097,87377,175257,170346,193422
18099,4630,11918,8140,6047
18101,848,3041,2253,978
18103,3459,10480,7767,3249
18105,6143,18748,20968,38637
18107,2666,10748,7881,4725
18109,5736,18964,15221,8323
18111,1412,4239,3080,1176
18113,5168,13231,8791,4330
18115,541,1889,1306,643
18117,2282,6317,3481,1481
18119,2183,6637,4179,1960
18121,1661,4876,4056,1443
18123,1321,6090,4010,2194
18125,1151,3637,2695,1230
18127,7417,40530,34819,32880
18129,1181,6852,5972,3928
18131,1005,4016,2586,1112
18133,2762,10512,7374,4162
18135,2164,7521,5152,2484
18137,2054,8400,5317,3473
18139,1456,5346,3112,1602
18141,20212,54163,49695,52101
18143,2760,7158,4564,1966
18145,3911,13101,8107,5765
18147,1368,6628,4210,2188
18149,2385,6656,4881,1875
18151,2103,9414,7074,5168
18153,1680,6592,4838,1804
18155,1171,3363,1928,791
18157,8855,26901,29086,40984
18159,1159,4419,2579,2671
18161,633,2184,1288,933
18163,12306,40315,37927,33511
18165,986,4731,3644,1552
18167,8059,22137,21625,17408
18169,2426,9224,6070,3923
18171,473,2456,1810,1141
18173,2898,13402,13590,12992
18175,2890,8330,5518,2591
18177,6163,16997,14095,8295
18179,1471,7628,6420,3454
18181,1868,6917,5120,2720
18183,1906,9160,7464,4842
19001,296,2074,1800,945
19003,166,1042,1040,414
19005,1135,3811,3008,1718
19007,876,3251,3320,1454
19009,424,1495,1423,688
19011,1050,6555,6221,3925
19013,7204,25525,26629,24360
19015,1128,5848,6879,4691
19017,591,5412,5389,5036
19019,826,5398,4763,3018
19021,2708,3812,3567,2477
19023,770,3903,3833,1775
19025,433,2659,2599,1306
