FIPS Code,less_than_hs,hs_diploma_only,some_college_or_associates,bachelors_or_higher
46103,4892,20819,26087,23786
46105,156,740,743,418
46107,120,602,567,369
46109,681,2324,2412,1136
46111,110,665,524,358
46115,395,1654,1429,971
46117,111,661,696,694
46119,40,310,339,230
46121,991,1563,1601,768
46123,356,1602,1073,869
46125,464,1951,2004,1376
46127,780,3118,3443,3239
46129,385,1460,1040,954
46135,1452,5613,4732,4073
46137,261,679,435,270
47001,7061,17839,16728,12637
47003,5741,13277,7686,5333
47005,2083,5479,2792,1448
47007,2691,4392,2623,1326
47009,10115,32185,28213,22482
47011,10570,23144,22231,16081
47013,6516,11652,6951,3546
47015,1568,4620,2349,1602
47017,3062,8137,4611,3476
47019,6917,16196,11502,7354
47021,3674,10484,8143,5930
47023,1642,4342,3337,1770
47025,4517,8629,5915,3661
47027,1100,2581,1130,777
47029,5137,12073,5584,2980
47031,5473,14478,9960,7699
47033,1848,3980,2637,1360
47035,6383,16921,13335,8299
47037,51843,104775,119927,197817
47039,1179,3542,2439,1219
47041,2803,5774,3183,2360
47043,5934,15227,9348,5890
47045,4114,9910,7376,4109
47047,4071,9478,9416,6550
47049,2216,5678,3048,2081
47051,3569,11426,7609,5950
47053,4910,13074,9281,6153
47055,2948,8940,5421,3424
47057,3553,7126,4181,1774
47059,7597,20656,13178,8324
47061,2412,3829,1927,1240
47063,8208,16947,11366,7377
47065,26708,68323,77151,81692
47067,1084,2001,1125,533
47069,3709,8523,3950,2039
47071,3428,7816,4531,2785
47073,6395,17506,11436,5613
47075,2197,5735,2918,1346
47077,3358,8226,5070,2795
47079,3285,10658,5579,3858
47081,3745,7739,4075,1904
47083,1311,2711,984,748
47085,1967,6316,2897,1861
47087,1899,3878,1961,961
47089,5570,14851,11208,6365
47091,2729,5607,3595,1563
47093,25548,77939,88793,116086
47095,1526,2433,1150,529
47097,4069,8064,4154,1465
47099,4850,12938,7231,4175
47101,1326,3600,2663,882
47103,3926,9639,5838,4372
47105,5290,12394,10481,10126
47107,5821,15142,10470,6081
47109,3161,8262,4465,2297
47111,3160,7321,3893,1658
47113,7248,22960,18181,16678
47115,3759,7867,6120,2602
47117,3314,9408,6671,3334
47119,6262,22713,19964,14656
47121,1424,3999,2523,862
47123,5720,13530,8945,4373
47125,8766,35273,44582,35272
47127,649,1832,1068,1041
47129,3074,7546,3488,1462
47131,3507,9526,4983,3261
47133,3003,7242,3281,1985
47135,1401,2144,1388,638
47137,996,1487,1039,366
47139,2161,4847,3823,1457
47141,6727,18315,11817,13251
47143,4250,8137,5979,3745
47145,4343,14192,12874,7735
47147,6142,18221,14099,9388
47149,16308,55158,62933,63938
47151,3025,6627,3933,1376
47153,1978,4197,2939,1619
47155,10436,25899,21095,12129
47157,70992,168598,179360,193651
47159,2008,6340,3313,1965
47161,1231,4310,2573,1499
47163,14702,39723,33023,27030
47165,12890,38859,38641,35287
47167,5015,15456,13526,7095
47169,1120,2762,2321,993
47171,2011,5280,4118,1981
47173,3162,6201,3100,1370
47175,900,2173,876,332
47177,5725,12081,6027,4057
47179,9839,25359,24584,27842
47181,2446,5759,2944,1202
47183,3194,8367,5297,4634
47185,3160,8582,4737,2311
47187,6828,19402,32549,87566
47189,7895,27218,28358,30399
48001,7851,16361,13397,4464
48003,2969,3739,2686,1306
48005,10350,18078,19153,9694
48007,2779,5580,5608,3911
48009,593,2175,1902,1467
48011,184,314,583,319
48013,7205,12168,7525,4533
48015,3246,5899,6251,4839
48017,985,1499,1050,735
48019,1807,5463,5777,3857
48021,10040,16876,17145,11485
48023,368,886,701,579
48025,5406,7530,7107,1966
48027,18969,55003,84347,53200
48029,197394,316364,384219,349451
48031,855,2625,2880,2290
48033,22,84,147,165
48035,1767,4488,4256,2595
48037,7114,22005,21088,13041
48039,28407,60073,76226,70694
48041,15194,22776,31170,49439
48043,977,1453,1658,2722
48045,146,382,313,207
48047,1262,1000,1150,635
48049,3332,9460,8283,4991
48051,2208,4844,3389,2181
48053,3806,10048,10496,8287
48055,5941,10336,7027,3995
48057,2974,4750,4613,2043
48059,1161,3518,3090,2070
48061,79284,65120,59780,42787
48063,1082,2983,2747,1636
48065,274,1317,1356,1171
48067,2965,9115,5537,3444
48069,1205,1501,1228,727
48071,2994,7039,10143,5941
48073,7127,10374,10641,5835
48075,933,1805,1495,945
48077,715,2792,2436,1615
48079,608,578,544,151
48081,407,853,796,446
48083,829,2254,2094,970
48085,39451,95753,168971,334153
48087,514,510,544,398
48089,2424,4925,3981,3008
48091,7291,24695,30385,36365
48093,1481,3344,2801,1945
48095,844,808,632,342
48097,3766,8507,9113,5639
48099,5749,13422,20924,7681
48101,254,287,347,179
48103,595,951,929,427
48105,544,794,700,332
48107,899,1344,1011,493
48109,480,499,300,146
48111,1337,1264,1198,712
48113,344888,377558,421593,525525
48115,2432,2610,1891,1151
48117,2877,4022,2782,1318
48119,441,1153,1104,905
48121,41035,97623,161882,246869
48123,2768,5625,4181,1811
48125,255,587,494,303
48127,2173,2343,1075,877
48129,248,747,807,392
48131,2230,2176,2049,639
48133,1945,3945,4598,1997
48135,22947,28933,28853,14687
48137,409,332,458,266
48139,15428,30952,38164,27193
48141,109968,121083,160567,119062
48143,2844,6379,7385,7625
48145,2819,4694,3177,1519
48147,3530,8551,7970,4224
48149,2541,7142,4987,3597
48151,371,930,877,499
48153,974,1043,1153,600
48155,170,300,315,152
48157,46011,87576,130047,226577
48159,631,2037,2683,1938
48161,2421,4616,4752,2126
48163,4213,4252,3077,907
48165,4322,3376,2326,1295
48167,24521,55542,73667,69437
48169,1733,1289,861,626
48171,2134,5779,5185,6229
48173,271,166,209,241
48175,904,1407,2086,918
48177,3117,5893,2618,1748
48179,2932,4841,4963,2058
48181,9954,26567,33742,18048
48183,12711,22480,27622,17008
48185,3717,6685,5765,3019
48187,11792,31836,31410,29451
48189,4888,7253,5165,3578
48191,424,623,702,331
48193,946,2121,1527,1329
48195,1087,899,876,511
48197,584,904,899,378
48199,4607,14616,12611,6446
48201,550911,693463,787414,932169
48203,6470,14899,14138,8374
48205,745,1604,1162,762
48207,1191,1405,936,476
48209,12697,29833,37705,47623
48211,435,765,713,515
48213,9441,19697,18177,9926
48215,164284,112550,112774,89652
48217,4027,8512,7637,4239
48219,3424,3848,4843,2277
48221,4445,12630,13886,11109
48223,3695,8734,7151,4917
48225,3127,6023,4960,2535
48227,4942,8317,8315,3117
48229,1306,898,418,314
48231,9604,21111,19005,12356
48233,1963,4814,5241,1959
48235,71,391,421,156
48237,1089,2427,1733,817
48239,1732,3070,3428,1632
48241,3608,10744,6580,3106
48243,359,342,479,518
48245,26703,53941,55174,33216
48247,774,1142,713,408
48249,6462,9403,6704,3131
48251,15612,39142,33919,20431
48253,3184,5675,4127,1724
48255,2594,3945,2514,1640
48257,11305,25708,26111,16305
48259,2164,6162,8994,12590
48261,281,77,20,4
48263,67,154,131,120
48265,4290,10219,12809,10289
48267,479,1057,956,722
48269,32,55,38,33
48271,635,1087,876,359
48273,3703,4584,4668,4228
48275,433,823,660,482
48277,5306,11191,11005,6319
48279,2091,2701,2341,1196
48281,1325,4327,6123,2925
48283,1906,2019,916,392
48285,1982,5632,3873,2295
48287,1781,4191,3924,1696
48289,2183,4785,3320,1681
48291,12291,20533,16161,5279
48293,3055,5386,5358,2402
48295,399,728,668,440
48297,2003,2956,2656,1057
48299,2388,4461,5734,4258
48301,14,14,43,0
48303,24887,46109,54810,54246
48305,938,1120,1092,657
48307,1310,1560,1804,977
48309,22962,41154,51225,36921
48311,36,162,155,143
48313,1870,3752,2689,1435
48315,1122,3111,2231,1115
48317,751,1095,867,608
48319,352,764,956,791
48321,4685,7614,7600,4203
48323,13300,7433,7938,4169
48325,5659,10417,10869,6671
48327,389,636,420,318
48329,16284,26985,33084,28785
48331,3103,6352,4876,2350
48333,609,1142,1171,653
48335,1189,2244,1510,631
48337,1947,5130,4248,2307
48339,45780,85201,113465,128928
48341,4077,3264,3350,1779
48343,984,3559,2824,1233
48345,110,275,347,148
48347,6420,10763,11221,9229
48349,6889,9285,10706,5086
48351,1635,4209,3020,956
48353,1684,3338,3034,1443
48355,40461,68931,74723,51445
48357,1552,2006,1564,949
48359,122,470,393,278
48361,6778,20906,19747,8708
48363,3078,6638,6510,3223
48365,2695,4950,5554,2542
48367,10219,25888,29970,23710
48369,1747,1864,1308,1070
48371,3257,3788,2462,1037
48373,6460,13896,10228,4618
48375,17425,24254,22760,11275
48377,2055,701,721,934
48379,1277,3542,2716,1199
48381,6766,20196,32769,28659
48383,387,911,649,228
48385,377,687,801,392
48387,1305,3600,2904,1112
48389,3177,3433,2599,1291
48391,951,1852,1459,555
48393,41,170,209,140
48395,1795,4123,3811,1870
48397,4591,11825,21001,25668
48399,1470,2488,1823,1281
48401,7133,11707,12303,5700
48403,1215,2819,2500,1394
48405,1076,2442,1725,853
48407,3091,9580,5038,2244
48409,8624,14028,13531,6681
48411,1061,1468,1084,594
48413,402,488,752,326
48415,2378,3821,3133,1809
48417,304,489,763,683
48419,3826,5690,4478,2241
48421,435,638,691,312
48423,21183,34903,53483,39346
48425,647,2408,1542,1650
48427,16619,9379,6084,3515
48429,1350,1801,2117,1021
48431,82,403,216,74
48433,185,340,317,146
48435,667,845,610,438
48437,1340,1499,1407,766
48439,182491,314880,392574,424067
48441,8915,25865,27654,21084
48443,102,202,311,139
48445,2526,2529,2025,910
48447,146,389,318,237
48449,4639,6649,5363,3253
48451,10378,22843,23879,18481
48453,89931,139014,192725,421360
48455,1792,3802,3633,1364
48457,2718,6500,3872,2026
48459,3948,9605,9576,4768
48461,594,1001,601,234
48463,4049,4912,4783,2996
48465,9374,7211,7492,5425
48467,5876,13065,13202,6009
48469,9765,18587,19867,12033
48471,6509,18574,11813,9701
48473,5002,9297,8247,6034
48475,1575,2671,2205,918
48477,3113,7292,6799,6284
48479,49087,38292,35295,28650
48481,5865,7432,8832,4861
48483,716,1089,1209,610
48485,11300,26740,26806,19455
48487,2021,3012,2477,1346
48489,4556,4741,2821,1178
48491,24500,74262,113722,149594
48493,4114,11940,9835,7197
48495,1421,1396,1415,380
48497,6533,15461,14455,8003
48499,4926,10763,11199,5366
48501,1779,1275,1200,619
48503,2123,4201,3747,2402
48505,3063,2477,1569,933
48507,2351,2317,1655,770
49001,424,1248,1350,807
49003,2211,9891,12147,7630
49005,4298,12683,21674,24015
49007,1104,3547,6192,2239
49009,24,161,163,54
49011,8786,42660,74051,76128
49013,1322,4326,4405,1726
49015,392,1908,2986,1026
49017,253,1247,1055,892
49019,462,1967,2503,1979
49021,2023,6757,11325,8544
49023,566,2446,2319,1012
49025,400,1161,2173,1591
49027,936,2409,2903,1620
49029,121,1266,2534,2551
49031,117,527,393,263
49033,63,468,592,336
49035,65628,161676,233110,254184
49037,1367,2920,3118,1659
49039,1724,5113,7141,3698
49041,1236,4328,5210,2440
49043,1393,4380,6529,15046
49045,3418,11466,14778,9490
49047,2983,7301,7325,3297
49049,16174,49075,112013,122208
49051,1027,4144,6253,7575
49053,7579,24989,44307,29980
49055,207,437,718,415
49057,14562,46044,56935,38100
50001,1654,7403,6295,10068
50003,2250,7409,6599,9227
50005,1874,7607,5818,6257
50007,6032,20348,25765,54980
50009,625,2175,1167,766
50011,3202,13020,9840,8254
50013,376,1422,1377,2096
50015,1276,4546,5165,6792
50017,1739,7671,5637,6169
50019,2311,7798,5400,4256
50021,3161,14703,11670,13166
50023,2636,11250,10401,17463
50025,2413,9400,7889,12110
50027,2727,12080,10846,15879
51001,4360,8633,5938,4576
51003,5789,11493,15440,40215
51005,1572,4530,3438,1688
51007,1497,3787,2408,1591
51009,3264,8176,6944,4339
51011,1567,3766,3462,2319
51013,9794,13487,19446,130252
51015,6962,21353,14268,12526
51017,305,1350,993,500
51019,5655,17138,17340,16558
51021,565,2098,1581,701
51023,1775,7919,7875,6943
51025,2644,4473,3518,1670
51027,4895,5739,3805,1924
51029,2556,5422,3114,1582
51031,5118,12812,12969,8945
51033,3042,7685,5596,4053
51035,4270,7999,6627,3340
51036,1107,2092,1457,803
51037,1419,3415,2697,918
51041,17713,54442,65382,93507
51043,1131,3067,2828,3332
51045,346,1416,1120,892
51047,4772,10712,10018,8844
51049,1172,2710,2166,1057
51051,2452,4181,3052,1165
51053,3453,7382,5843,3823
51057,1394,2973,2146,1370
51059,58665,99809,141424,480163
51061,3610,12768,14204,17487
51063,1507,4146,3399,2567
51065,1720,4651,6370,6544
51067,4850,14250,12802,8920
51069,6456,19325,17039,16864
51071,1340,4686,3884,2193
51073,2821,8762,9168,6300
51075,1475,4083,4409,7159
51077,2250,4468,3634,1649
51079,1888,3873,3854,3935
51081,1954,3630,2406,805
51083,4611,8938,7475,3835
51085,5018,18615,20357,29042
51087,18757,48174,60812,99221
51089,7537,12957,12069,5268
51091,215,725,511,422
51093,3182,7345,8651,7107
51095,2672,9674,14650,27426
51097,620,1938,1430,1234
51099,1172,4607,5338,6246
51101,912,3944,4230,2417
51103,829,2646,2429,2717
51105,4188,6205,5597,2015
51107,15519,31378,51134,155565
51109,3873,8575,7464,6308
51111,1995,3626,2347,1016
51113,1335,3476,2530,2240
51115,656,2132,2202,1929
51117,4103,7220,6814,4583
51119,1083,2732,2756,1800
51121,3802,13076,13640,25446
51125,1581,3904,2238,3368
51127,1148,5412,4921,4218
51131,1523,3044,2167,1970
51133,878,3206,2893,2833
51135,2236,4151,2999,1627
51137,2860,8761,7288,6342
51139,3017,7913,4074,2384
51141,2682,4708,4094,2063
51143,7843,15841,14971,6574
51145,2160,6390,6526,6228
51147,1830,4452,3269,3489
51149,2478,8895,8754,6203
51153,34009,59087,80707,121316
51155,3212,8488,8745,5126
51157,638,1519,1376,1966
51159,1344,2455,1911,1232
51161,5179,16895,21447,24021
51163,2243,5727,4504,4537
51165,8807,19294,12360,14475
51167,3949,7601,6013,2438
51169,3056,6251,4933,2188
51171,4015,11746,8843,6353
51173,3748,8487,6972,3292
51175,2009,3942,4830,2432
51177,7811,26058,26466,28052
51179,6362,21483,28607,37498
51181,744,1794,1393,1021
51183,1651,3568,2107,1069
51185,5570,11108,9240,4550
51187,3572,9821,8015,5938
51191,5693,13678,11418,9095
51193,2042,4461,4151,2537
51195,6630,8161,8609,4124
51197,2924,8019,6205,4027
51199,2439,8651,13098,21501
51510,8351,13882,21915,75483
51520,1850,3585,3581,3068
51530,779,1662,1025,657
51540,2693,5014,5970,16679
51550,12649,38715,56280,53398
51570,1031,3795,4186,3082
51580,505,1770,1088,621
51590,5205,9002,9311,5019
51595,724,1187,1118,486
51600,965,2167,3188,9802
51610,107,696,1347,7430
51620,789,1677,2197,1099
51630,1700,4097,4407,7061
51640,1157,1444,1451,702
51650,7747,26300,32112,24346
51660,4354,6909,5944,9795
51670,2773,5448,4430,2199
51678,273,698,729,1490
51680,5077,11337,12529,15981
51683,4562,6805,7217,7819
51685,1915,2935,3156,3093
51690,1509,2504,2922,1844
51700,10498,33142,42207,30596
51710,18390,39080,51300,44060
51720,439,659,1024,625
51730,3733,7768,5932,4303
51735,431,2191,2266,3572
51740,7473,19125,23087,13925
51750,725,1951,2409,3115
51760,23054,34429,37818,62578
51770,9661,23853,20060,16387
51775,1856,4953,5524,4775
51790,1810,5261,4683,5890
51800,6175,16545,20279,17973
51810,19832,64449,112198,110580
51820,2130,5125,3918,4159
51830,392,1393,1432,4222
51840,2947,4561,4525,6503
53001,3541,3074,2566,1532
53003,1402,4536,6812,3464
53005,12580,31301,44521,39558
53007,9015,13683,15839,13370
53009,4332,15145,22361,15810
53011,23468,77569,120966,97952
53013,269,661,1334,778
53015,7975,22715,30945,12622
53017,4940,8160,8829,5664
53019,751,2015,1919,1082
53021,13284,13560,16860,9371
53023,90,451,680,396
53025,13526,15767,18440,10284
53027,5438,17927,20670,8677
53029,2833,13123,24267,20314
53031,1277,5357,7804,11495
53033,107935,234991,401547,822615
53035,9664,40956,72900,61296
53037,2392,6943,9540,9008
53039,1935,3997,5123,5075
53041,6924,16158,22598,9839
53043,557,2237,2934,1918
53045,5321,14590,18636,8252
53047,4699,8859,9808,5844
53049,1978,5037,6647,3188
53051,886,3096,3940,2078
53053,49801,160553,218927,160025
53055,568,2190,4123,6829
53057,8659,23225,33165,23147
53059,737,2675,3240,2153
53061,42691,129236,200554,181718
53063,21286,80192,137402,106165
53065,3003,11048,11962,5983
53067,12295,41842,72103,70142
53069,260,990,1407,639
53071,4658,7874,15353,11843
53073,10497,34175,51486,50116
53075,1108,3865,7259,12130
53077,39874,42557,43766,25240
54001,1654,5332,2518,1758
54003,8699,29876,23984,16869
54005,3238,7941,3256,1549
54007,2043,4835,2010,1562
54009,1534,6660,4992,3090
54011,7538,20966,18083,16406
54013,1058,2537,1173,664
54015,1382,3148,985,560
54017,1142,2780,1351,1087
54019,5409,13800,7559,4658
54021,832,2489,1299,945
54023,1533,3952,1899,1185
54025,3612,9788,7324,5163
54027,2687,7916,4413,2116
54029,2095,9127,6760,3780
54031,1993,4517,2130,1464
54033,5411,18644,12981,11238
54035,2408,9085,5525,3574
54037,3985,12109,10584,12443
54039,15034,49221,34570,33754
54041,1350,5917,2655,1681
54043,2813,6928,3668,1329
54045,4860,10562,6240,2404
54047,4285,6427,2215,736
54049,4094,15733,10121,8736
54051,1777,10241,6831,4147
54053,2697,8763,5032,2780
54055,7012,16773,10455,8256
54057,1507,9529,5325,3008
54059,4222,7348,3971,1707
54061,5005,17835,14628,28085
54063,1541,4925,1977,1529
54065,1860,5337,3773,2243
54067,2395,8785,4255,2862
54069,1938,10174,8123,9515
54071,979,2706,847,745
54073,592,2749,1453,627
54075,1124,3090,1293,956
54077,3272,11712,5632,4192
54079,3304,14567,11669,10406
54081,7251,21569,15127,9939
54083,3041,10161,4134,3624
54085,1110,3668,1606,815
54087,2118,4403,2275,1322
54089,1492,4202,2830,1442
54091,1322,5845,3074,2143
54093,657,2518,1160,1043
54095,695,3254,1588,911
54097,2430,8142,3247,2801
54099,5855,11716,6948,4361
54101,1276,3046,1129,699
54103,1535,5652,2588,1330
54105,724,1776,1257,472
54107,6148,20808,20370,13246
54109,3056,7507,3422,1441
55001,2013,6856,5006,2231
55003,828,3946,3772,2114
55005,3162,11654,10801,6644
55007,567,3351,4005,3576
55009,13787,52162,55776,52901
55011,872,3858,2979,1841
55013,801,4272,4222,2440
55015,1989,10681,11357,10027
55017,3269,15993,16451,9468
55019,3846,8634,6490,2725
55021,2948,13642,14453,9427
55023,1013,4644,3891,2159
55025,14817,62744,94026,181123
55027,5820,25813,20773,10737
55029,1212,6535,6529,7258
55031,1937,9613,11883,7456
55033,1717,9096,8866,7612
55035,3880,16400,24043,21183
55037,238,1293,1220,685
55039,5842,25836,23454,16516
55041,722,2523,2253,946
55043,2463,11171,10580,7583
55045,1969,9234,8699,6144
55047,1361,5136,4110,2679
55049,794,5858,5867,4078
55051,251,1546,1876,919
55053,1465,6026,4892,2111
55055,4806,19541,19312,14887
55057,2248,8071,6461,2675
55059,11191,34002,38291,29553
55061,1000,5802,4907,2824
55063,3775,19189,26183,26309
55065,1050,4623,3585,2149
55067,1377,5981,4416,2353
55069,1651,7858,7303,3795
55071,4540,21961,18905,11526
55073,7643,32080,30097,23791
55075,2683,12521,10089,4779
55077,1249,4684,3784,1732
55078,213,1120,826,472
55079,73772,178661,182341,195028
55081,2821,11393,10353,6356
55083,2642,11524,8811,4636
55085,1863,8667,9215,7375
55087,7376,39792,41181,37272
55089,1949,12306,17219,30196
55091,473,1993,1699,1081
55093,1287,8459,8935,7690
55095,1929,11678,11130,6538
55097,2766,14471,13181,14932
55099,847,4163,3594,1698
55101,12727,42210,44961,33606
55103,1212,5020,3723,2340
55105,10184,39821,35820,24402
55107,1239,4270,3076,1703
55109,2276,14693,21667,21149
55111,4042,15063,14663,10724
55113,935,4153,4156,2958
55115,2518,13120,9049,4600
55117,5469,28715,25737,20110
55119,1641,6123,4201,2129
55121,1870,7828,6486,3865
55123,2182,7767,6028,4601
55125,1072,5117,5915,4963
55127,6236,21302,20945,19601
55129,920,3982,4221,2722
55131,4873,28809,31560,29936
55133,10637,63919,82126,125457
55135,3031,15141,11556,7407
55137,2418,7668,5218,2971
55139,8193,38353,35736,32554
55141,3807,19850,17243,11301
56001,870,3154,6335,11118
56003,830,2336,3341,1529
56005,2152,10841,11666,5753
56007,939,3991,3374,2148
56009,876,3706,3289,1643
56011,381,1506,2147,1159
56013,2092,7883,10117,6439
56015,739,2643,3578,2427
56017,184,1023,1433,822
56019,244,1628,2269,1926
56021,4661,17162,25787,18992
56023,923,4071,4763,3027
56025,4096,16492,21386,12395
56027,236,634,629,330
56029,926,5363,7414,7059
56031,582,2499,2097,1348
56033,1001,5492,8298,6632
56035,273,2358,2626,1551
56037,2017,9239,10415,6291
56039,834,2577,4037,9875
56041,941,5383,4562,2078
56043,568,1650,2031,1297
56045,323,1904,1844,1016
72001,4352,3272,2805,2120
72003,9410,6979,5493,5530
72005,9793,11027,7685,8944
72007,5341,5416,4215,3237
72009,3620,5705,3581,3594
72011,5892,5802,4004,3663
72013,14146,18146,14575,14192
72015,2548,4898,2847,1980
72017,4364,5164,3588,3711
72019,5143,5750,4296,3671
72021,24756,30612,36057,36977
72023,10407,8741,6820,9114
72025,17004,24628,21244,28787
72027,6520,5532,5754,4678
72029,7868,9848,6521,7310
72031,17025,28785,29412,35089
72033,4490,5093,3935,3448
72035,7694,9622,6433,7564
72037,2199,2626,1903,1489
72039,3842,3433,2566,1848
72041,6643,8603,5900,6629
72043,6136,10461,5085,6081
72045,3985,3911,3729,1783
72047,7090,6052,5534,4438
72049,287,350,183,148
72051,4841,7415,5492,7655
72053,4337,7403,4530,5496
72054,1804,2902,2282,1060
72055,3392,4228,1902,1753
72057,6525,11019,4870,5805
72059,2992,3983,2767,3193
72061,10031,10932,14481,29117
72063,6444,7655,7670,10938
72065,7891,6568,7248,7090
72067,2800,3790,2560,2720
72069,8800,11585,8556,8715
72071,8835,8811,5759,6563
72073,2399,3765,1873,1791
72075,7220,10371,5975,7868
72077,6513,7767,7236,5049
72079,6034,4308,3367,2480
72081,6535,4415,4077,3414
72083,2634,1575,609,960
72085,5854,6419,8230,5909
72087,4466,7036,3713,2624
72089,2953,4098,3153,2620
72091,7481,7993,5720,6111
72093,2091,1352,551,347
72095,2605,2034,1816,1317
72097,14135,14113,8823,13297
72099,7676,7775,4605,5018
72101,6252,5852,5602,3497
72103,4686,5931,3543,3578
72105,5766,4855,5926,3178
72107,4624,4779,2480,2442
72109,3297,3571,3524,1844
72111,3602,4116,3012,3014
72113,21323,30846,18427,26757
72115,4372,5319,3901,3174
72117,3450,2570,2062,2413
72119,7683,11622,7805,8009
72121,4031,5206,3407,3050
72123,5036,7367,3440,3361
72125,6296,6984,3582,5332
72127,45234,53061,53722,90379
72129,7463,6896,7323,4870
72131,8605,7237,5738,5130
72133,2369,5840,2736,3710
72135,8701,12078,14530,14599
72137,10354,14763,15088,14700
72139,7289,11537,11097,16845
72141,5670,5859,5062,3826
72143,6899,7049,5943,5673
72145,10494,9681,8905,7834
72147,1792,2440,875,1121
72149,3330,5809,2987,3015
72151,6927,6132,6494,4293
72153,6794,8512,3973,6304
