Fips Code,Living Wage,Poverty Wage,Minimum Wage
19051,27.45,10.44,7.25
19053,27.39,10.44,7.25
19055,27.39,10.44,7.25
19057,28.3,10.44,7.25
19059,27.86,10.44,7.25
19060,26.49,10.44,11
19061,28.1,10.44,7.25
19063,27.39,10.44,7.25
19065,27.39,10.44,7.25
19067,27.39,10.44,7.25
19069,27.39,10.44,7.25
19071,27.39,10.44,7.25
19073,27.39,10.44,7.25
19075,27.95,10.44,7.25
19077,28.97,10.44,7.25
19079,27.56,10.44,7.25
19081,27.39,10.44,7.25
19083,27.39,10.44,7.25
19085,29.31,10.44,7.25
19087,27.56,10.44,7.25
19089,27.39,10.44,7.25
19091,27.39,10.44,7.25
19093,27.39,10.44,7.25
19095,27.39,10.44,7.25
19097,27.39,10.44,7.25
19099,27.69,10.44,7.25
19100,28.74,10.44,7.25
19101,27.81,10.44,7.25
19103,29.79,10.44,7.25
19105,27.39,10.44,7.25
19107,27.39,10.44,7.25
19109,27.39,10.44,7.25
19111,27.42,10.44,7.25
19113,28.06,10.44,7.25
19115,27.53,10.44,7.25
19117,28.15,10.44,7.25
19119,27.39,10.44,7.25
19121,28.97,10.44,7.25
19123,27.5,10.44,7.25
19125,27.74,10.44,7.25
19127,28.01,10.44,7.25
19129,29.31,10.44,7.25
19131,27.39,10.44,7.25
19133,27.39,10.44,7.25
19135,27.64,10.44,7.25
19137,27.39,10.44,7.25
19139,28.44,10.44,7.25
19140,26.58,10.44,7.25
19141,27.39,10.44,7.25
19143,27.39,10.44,7.25
19145,27.39,10.44,7.25
19147,27.39,10.44,7.25
19149,27.39,10.44,7.25
19151,27.39,10.44,7.25
19153,28.97,10.44,7.25
19155,29.31,10.44,7.25
19157,27.72,10.44,7.25
19159,27.39,10.44,7.25
19161,27.39,10.44,7.25
19163,28.07,10.44,7.25
19165,27.39,10.44,7.25
19167,27.39,10.44,7.25
19169,28.65,10.44,7.25
19171,27.45,10.44,7.25
19173,27.39,10.44,7.25
19175,27.39,10.44,7.25
19177,27.39,10.44,7.25
19179,27.73,10.44,7.25
19180,26.33,10.44,10
19181,28.97,10.44,7.25
19183,28.26,10.44,7.25
19185,27.39,10.44,7.25
19187,27.39,10.44,7.25
19189,27.39,10.44,7.25
19191,27.39,10.44,7.25
19193,28.25,10.44,7.25
19195,27.39,10.44,7.25
19197,27.39,10.44,7.25
19300,27.27,10.44,7.25
19340,27.39,10.44,7.25
19380,25.62,10.44,8.7
19460,25.64,10.44,7.25
19500,26.42,10.44,10
19660,27.97,10.44,8.56
19740,32.66,10.44,12
19780,27.93,10.44,7.25
19820,26.63,10.44,9.65
20001,26.23,10.44,7.25
20003,26.23,10.44,7.25
20005,26.23,10.44,7.25
20007,26.23,10.44,7.25
20009,26.23,10.44,7.25
20011,26.23,10.44,7.25
20013,26.23,10.44,7.25
20015,27,10.44,7.25
20017,26.23,10.44,7.25
20019,26.34,10.44,7.25
20020,25.45,10.44,7.25
20021,26.26,10.44,7.25
20023,26.23,10.44,7.25
20025,26.92,10.44,7.25
20027,26.86,10.44,7.25
20029,26.23,10.44,7.25
20031,26.23,10.44,7.25
20033,26.23,10.44,7.25
20035,26.31,10.44,7.25
20037,26.29,10.44,7.25
20039,26.23,10.44,7.25
20041,26.23,10.44,7.25
20043,26.82,10.44,7.25
20045,27.76,10.44,7.25
20047,26.23,10.44,7.25
20049,26.23,10.44,7.25
20051,26.31,10.44,7.25
20053,26.23,10.44,7.25
20055,26.77,10.44,7.25
20057,26.6,10.44,7.25
20059,26.78,10.44,7.25
20061,27.97,10.44,7.25
20063,26.23,10.44,7.25
20065,26.23,10.44,7.25
20067,26.23,10.44,7.25
20069,26.23,10.44,7.25
20071,26.23,10.44,7.25
20073,26.23,10.44,7.25
20075,26.23,10.44,7.25
20077,26.23,10.44,7.25
20079,27,10.44,7.25
20081,26.73,10.44,7.25
20083,26.23,10.44,7.25
20085,26.75,10.44,7.25
20087,26.75,10.44,7.25
20089,26.23,10.44,7.25
20091,28.1,10.44,7.25
20093,26.23,10.44,7.25
20095,26.23,10.44,7.25
20097,26.23,10.44,7.25
20099,26.23,10.44,7.25
20100,29.57,10.44,9.25
20101,26.23,10.44,7.25
20103,28.1,10.44,7.25
20105,26.23,10.44,7.25
20107,28.1,10.44,7.25
20109,26.23,10.44,7.25
20111,26.23,10.44,7.25
20113,26.68,10.44,7.25
20115,26.23,10.44,7.25
20117,26.23,10.44,7.25
20119,26.23,10.44,7.25
20121,28.1,10.44,7.25
20123,26.23,10.44,7.25
20125,26.23,10.44,7.25
20127,26.23,10.44,7.25
20129,26.23,10.44,7.25
20131,26.23,10.44,7.25
20133,26.23,10.44,7.25
20135,26.23,10.44,7.25
20137,26.23,10.44,7.25
20139,26.75,10.44,7.25
20141,26.23,10.44,7.25
20143,26.34,10.44,7.25
20145,26.23,10.44,7.25
20147,26.23,10.44,7.25
20149,28.04,10.44,7.25
20151,26.53,10.44,7.25
20153,26.23,10.44,7.25
20155,26.49,10.44,7.25
20157,26.23,10.44,7.25
20159,26.23,10.44,7.25
20161,28.04,10.44,7.25
20163,26.23,10.44,7.25
20165,26.23,10.44,7.25
20167,26.23,10.44,7.25
20169,26.77,10.44,7.25
20171,26.23,10.44,7.25
20173,27,10.44,7.25
20175,26.55,10.44,7.25
20177,26.75,10.44,7.25
20179,26.23,10.44,7.25
20181,26.56,10.44,7.25
20183,26.23,10.44,7.25
20185,26.23,10.44,7.25
20187,26.23,10.44,7.25
20189,26.33,10.44,7.25
20191,26.41,10.44,7.25
20193,26.23,10.44,7.25
20195,26.23,10.44,7.25
20197,26.75,10.44,7.25
20199,26.23,10.44,7.25
20201,26.23,10.44,7.25
20203,26.23,10.44,7.25
20205,26.23,10.44,7.25
20207,26.23,10.44,7.25
20209,28.1,10.44,7.25
20220,27.43,10.44,7.25
20260,27.25,10.44,10
20500,27.98,10.44,7.25
20700,26.05,10.44,7.25
20740,26.59,10.44,7.25
20940,30.51,10.44,12
21001,25.76,10.44,7.25
21003,25.92,10.44,7.25
21005,26.46,10.44,7.25
21007,26.12,10.44,7.25
21009,25.98,10.44,7.25
21011,25.97,10.44,7.25
21013,25.76,10.44,7.25
21015,27.44,10.44,7.25
21017,27.39,10.44,7.25
21019,27.03,10.44,7.25
21021,26.35,10.44,7.25
21023,27.44,10.44,7.25
21025,25.76,10.44,7.25
21027,25.76,10.44,7.25
21029,27.49,10.44,7.25
21031,25.76,10.44,7.25
21033,25.76,10.44,7.25
21035,26.61,10.44,7.25
21037,27.44,10.44,7.25
21039,25.9,10.44,7.25
21041,25.85,10.44,7.25
21043,25.76,10.44,7.25
21045,25.76,10.44,7.25
21047,27.47,10.44,7.25
21049,27.39,10.44,7.25
21051,25.76,10.44,7.25
21053,25.76,10.44,7.25
21055,25.76,10.44,7.25
21057,25.76,10.44,7.25
21059,26.88,10.44,7.25
21060,26.65,10.44,7.25
21061,27.02,10.44,7.25
21063,25.79,10.44,7.25
21065,25.76,10.44,7.25
21067,27.39,10.44,7.25
21069,25.76,10.44,7.25
21071,25.76,10.44,7.25
21073,26.61,10.44,7.25
21075,25.76,10.44,7.25
21077,27.44,10.44,7.25
21079,26.09,10.44,7.25
21081,26.8,10.44,7.25
21083,25.76,10.44,7.25
21085,25.76,10.44,7.25
21087,25.76,10.44,7.25
21089,27.03,10.44,7.25
21091,26.88,10.44,7.25
21093,26.84,10.44,7.25
21095,25.76,10.44,7.25
21097,25.76,10.44,7.25
21099,25.76,10.44,7.25
21101,26.92,10.44,7.25
21103,27.49,10.44,7.25
21105,25.76,10.44,7.25
21107,25.9,10.44,7.25
21109,25.76,10.44,7.25
21111,27.49,10.44,7.25
21113,27.39,10.44,7.25
21115,25.76,10.44,7.25
21117,27.44,10.44,7.25
21119,25.76,10.44,7.25
21121,25.76,10.44,7.25
21123,26.84,10.44,7.25
21125,25.84,10.44,7.25
21127,25.76,10.44,7.25
21129,25.76,10.44,7.25
21131,25.76,10.44,7.25
21133,25.76,10.44,7.25
21135,25.76,10.44,7.25
21137,25.76,10.44,7.25
21139,25.95,10.44,7.25
21140,26.39,10.44,7.25
21141,25.76,10.44,7.25
21143,25.76,10.44,7.25
21145,26.56,10.44,7.25
21147,25.76,10.44,7.25
21149,26.88,10.44,7.25
21151,26.29,10.44,7.25
21153,25.76,10.44,7.25
21155,25.81,10.44,7.25
21157,26.28,10.44,7.25
21159,25.76,10.44,7.25
21161,25.8,10.44,7.25
21163,26.41,10.44,7.25
21165,25.76,10.44,7.25
21167,25.97,10.44,7.25
21169,25.76,10.44,7.25
21171,25.76,10.44,7.25
21173,26.33,10.44,7.25
21175,25.76,10.44,7.25
21177,25.76,10.44,7.25
21179,26.28,10.44,7.25
21181,25.76,10.44,7.25
21183,25.76,10.44,7.25
21185,27.49,10.44,7.25
21187,25.82,10.44,7.25
21189,25.76,10.44,7.25
21191,27.44,10.44,7.25
21193,25.76,10.44,7.25
21195,26.18,10.44,7.25
21197,25.85,10.44,7.25
21199,25.88,10.44,7.25
21201,25.76,10.44,7.25
21203,25.76,10.44,7.25
21205,26.19,10.44,7.25
21207,25.76,10.44,7.25
21209,27.39,10.44,7.25
21211,27.24,10.44,7.25
21213,26.38,10.44,7.25
21215,27.49,10.44,7.25
21217,25.76,10.44,7.25
21219,25.89,10.44,7.25
21221,27.47,10.44,7.25
21223,27.49,10.44,7.25
21225,25.76,10.44,7.25
21227,27.02,10.44,7.25
21229,25.92,10.44,7.25
21231,25.76,10.44,7.25
21233,25.76,10.44,7.25
21235,25.76,10.44,7.25
21237,25.76,10.44,7.25
21239,27.39,10.44,7.25
21300,26.71,10.44,11.8
21340,25.75,10.44,7.25
21420,26.97,10.44,7.25
21500,24.2,10.44,7.25
21660,31.05,10.44,12
21780,26.22,10.44,7.25
21820,28.41,13.05,10.19
22001,27.9,10.44,7.25
22003,27.9,10.44,7.25
22005,29.23,10.44,7.25
22007,28.1,10.44,7.25
22009,27.94,10.44,7.25
22011,27.9,10.44,7.25
22013,27.9,10.44,7.25
22015,28.99,10.44,7.25
22017,28.99,10.44,7.25
22019,28.81,10.44,7.25
22020,26.01,10.44,7.25
22021,27.9,10.44,7.25
22023,28.81,10.44,7.25
22025,27.9,10.44,7.25
22027,28.18,10.44,7.25
22029,27.9,10.44,7.25
22031,28.99,10.44,7.25
22033,29.23,10.44,7.25
22035,27.9,10.44,7.25
22037,29.23,10.44,7.25
22039,27.9,10.44,7.25
22041,27.9,10.44,7.25
22043,28.5,10.44,7.25
22045,28.57,10.44,7.25
22047,27.9,10.44,7.25
22049,27.9,10.44,7.25
22051,30.55,10.44,7.25
22053,27.9,10.44,7.25
22055,29.36,10.44,7.25
22057,29.07,10.44,7.25
22059,27.9,10.44,7.25
22061,28.29,10.44,7.25
22063,29.23,10.44,7.25
22065,27.9,10.44,7.25
22067,27.9,10.44,7.25
22069,28.84,10.44,7.25
22071,30.55,10.44,7.25
22073,28.36,10.44,7.25
22075,30.55,10.44,7.25
22077,29.23,10.44,7.25
22079,28.5,10.44,7.25
22081,28.28,10.44,7.25
22083,27.9,10.44,7.25
22085,27.9,10.44,7.25
22087,30.55,10.44,7.25
22089,30.55,10.44,7.25
22091,29.23,10.44,7.25
22093,28.61,10.44,7.25
22095,30.55,10.44,7.25
22097,28.09,10.44,7.25
22099,29.36,10.44,7.25
22101,29.15,10.44,7.25
22103,30.55,10.44,7.25
22105,29.06,10.44,7.25
22107,27.9,10.44,7.25
22109,29.07,10.44,7.25
22111,28.36,10.44,7.25
22113,27.9,10.44,7.25
22115,30.55,10.44,7.25
22117,27.9,10.44,7.25
22119,27.9,10.44,7.25
22121,29.23,10.44,7.25
22123,27.9,10.44,7.25
22125,29.23,10.44,7.25
22127,27.9,10.44,7.25
22140,27.62,10.44,9
22180,25.54,10.44,7.25
22220,27.91,10.44,10
22380,29.9,10.44,12
22420,25.26,10.44,9.65
22500,28.46,10.44,7.25
22520,25.84,10.44,7.25
22540,26.47,10.44,7.25
22660,30.37,10.44,12
22900,27.47,10.44,10
23001,27.96,10.44,12
23003,27,10.44,12
23005,31.82,10.44,12
23007,27,10.44,12
23009,28.33,10.44,12
23011,27.62,10.44,12
23013,27.94,10.44,12
23015,28.18,10.44,12
23017,27.63,10.44,12
23019,27.92,10.44,12
23021,27,10.44,12
23023,28.82,10.44,12
23025,27.49,10.44,12
23027,27.84,10.44,12
23029,27.5,10.44,12
23031,30.31,10.44,12
23060,26.41,10.44,7.25
23420,30.16,10.44,12
23460,25.69,10.44,7.25
23540,26.21,10.44,8.56
23580,27.89,10.44,7.25
23900,25.11,10.44,7.25
24001,26.52,10.44,11
24003,31.22,10.44,11
24005,31.22,10.44,11
24009,33.57,10.44,11
24011,28.3,10.44,11
24013,31.22,10.44,11
24015,30.16,10.44,11
24017,33.57,10.44,11
24019,27.96,10.44,11
24020,27.56,10.44,11.8
24021,33.57,10.44,11
24023,26.65,10.44,11
24025,31.22,10.44,11
24027,31.22,10.44,11
24029,28.75,10.44,11
24031,33.57,10.44,11
24033,33.57,10.44,11
24035,31.22,10.44,11
24037,30.88,10.44,11
24039,26.71,10.44,11
24041,29.71,10.44,11
24043,27.64,10.44,11
24045,28.57,10.44,11
24047,28.35,10.44,11
24140,26.9,10.44,7.25
24220,25.99,10.44,7.25
24260,27.78,10.44,9
24300,28.89,10.44,12
24340,26.12,10.44,9.65
24420,30.26,10.44,12
24500,26.78,10.44,8.65
24510,31.22,10.44,11
24540,28.97,10.44,12
24580,26.73,10.44,7.25
24660,26.95,10.44,7.25
24780,26.63,10.44,7.25
24860,28.93,10.44,7.25
25001,29.25,10.44,12.75
25003,26.37,10.44,12.75
25005,26.65,10.44,12.75
25007,30.69,10.44,12.75
25009,32.88,10.44,12.75
25011,26.45,10.44,12.75
25013,26.58,10.44,12.75
25015,26.58,10.44,12.75
25017,33.64,10.44,12.75
25019,30.63,10.44,12.75
25021,34.42,10.44,12.75
25023,31.88,10.44,12.75
25025,34.6,10.44,12.75
25027,27.6,10.44,12.75
25060,26.71,10.44,7.25
25180,27.45,10.44,11
25220,28.31,10.44,7.25
25260,30.79,10.44,12
25420,25.39,10.44,7.25
25500,27.69,10.44,7.25
25540,29.48,10.44,12
25620,26.22,10.44,7.25
25860,26.18,10.44,7.25
25940,30.27,10.44,7.25
25980,27.48,10.44,7.25
26001,24.76,10.44,9.65
26003,24.76,10.44,9.65
26005,25.06,10.44,9.65
26007,24.76,10.44,9.65
26009,24.76,10.44,9.65
26011,24.76,10.44,9.65
26013,24.76,10.44,9.65
26015,25.74,10.44,9.65
26017,24.91,10.44,9.65
26019,25.2,10.44,9.65
26021,25.14,10.44,9.65
26023,24.89,10.44,9.65
26025,25.33,10.44,9.65
26027,25.42,10.44,9.65
26029,25.02,10.44,9.65
26031,24.76,10.44,9.65
26033,24.76,10.44,9.65
26035,24.76,10.44,9.65
26037,26.03,10.44,9.65
26039,24.88,10.44,9.65
26041,24.76,10.44,9.65
26043,24.94,10.44,9.65
26045,26.03,10.44,9.65
26047,25.35,10.44,9.65
26049,25.26,10.44,9.65
26051,24.76,10.44,9.65
26053,24.76,10.44,9.65
26055,26.16,10.44,9.65
26057,24.76,10.44,9.65
26059,24.84,10.44,9.65
26061,24.76,10.44,9.65
26063,24.76,10.44,9.65
26065,26.03,10.44,9.65
26067,25.14,10.44,9.65
26069,24.76,10.44,9.65
26071,24.76,10.44,9.65
26073,24.81,10.44,9.65
26075,25.35,10.44,9.65
26077,25.65,10.44,9.65
26079,24.76,10.44,9.65
26081,26.52,10.44,9.65
26083,24.76,10.44,9.65
26085,24.76,10.44,9.65
26087,26.62,10.44,9.65
26089,25.3,10.44,9.65
26091,24.94,10.44,9.65
26093,26.83,10.44,9.65
26095,24.76,10.44,9.65
26097,24.76,10.44,9.65
26099,26.62,10.44,9.65
26101,24.76,10.44,9.65
26103,25.04,10.44,9.65
26105,24.84,10.44,9.65
26107,24.76,10.44,9.65
26109,24.76,10.44,9.65
26111,25.41,10.44,9.65
26113,25,10.44,9.65
26115,25.73,10.44,9.65
26117,25.01,10.44,9.65
26119,24.76,10.44,9.65
26121,25.24,10.44,9.65
26123,24.76,10.44,9.65
26125,26.62,10.44,9.65
26127,24.76,10.44,9.65
26129,24.76,10.44,9.65
26131,24.76,10.44,9.65
26133,24.76,10.44,9.65
26135,24.76,10.44,9.65
26137,25.24,10.44,9.65
26139,25.63,10.44,9.65
26140,26.24,10.44,8.56
26141,24.76,10.44,9.65
26143,24.76,10.44,9.65
26145,25.18,10.44,9.65
26147,26.62,10.44,9.65
26149,24.76,10.44,9.65
26151,24.76,10.44,9.65
26153,24.76,10.44,9.65
26155,24.76,10.44,9.65
26157,24.76,10.44,9.65
26159,25.65,10.44,9.65
26161,27.66,10.44,9.65
26163,26.62,10.44,9.65
26165,24.89,10.44,9.65
26300,27.45,10.44,10
26380,28.32,10.44,7.25
26420,27.54,10.44,7.25
26580,26.39,10.44,8.75
26620,26.32,10.44,7.25
26820,26.91,10.44,7.25
26900,27.2,10.44,7.25
26980,28.92,10.44,7.25
27001,27.37,10.44,10
27003,30.63,10.44,10
27005,27.28,10.44,10
27007,27.56,10.44,10
27009,27.63,10.44,10
27011,26.97,10.44,10
27013,28.48,10.44,10
27015,26.97,10.44,10
27017,27.72,10.44,10
27019,30.63,10.44,10
27021,27.38,10.44,10
27023,26.97,10.44,10
27025,30.63,10.44,10
27027,27.85,10.44,10
27029,26.97,10.44,10
27031,26.97,10.44,10
27033,26.97,10.44,10
27035,27.86,10.44,10
27037,30.63,10.44,10
27039,29.18,10.44,10
27041,27.67,10.44,10
27043,26.97,10.44,10
27045,26.97,10.44,10
27047,27.14,10.44,10
27049,27.48,10.44,10
27051,26.97,10.44,10
27053,30.63,10.44,10
27055,27.81,10.44,10
27057,27.03,10.44,10
27059,30.63,10.44,10
27060,29.13,10.44,11.8
27061,27.58,10.44,10
27063,26.97,10.44,10
27065,27.84,10.44,10
27067,27.38,10.44,10
27069,26.97,10.44,10
27071,26.97,10.44,10
27073,26.97,10.44,10
27075,27.37,10.44,10
27077,27.44,10.44,10
27079,28.05,10.44,10
27081,26.97,10.44,10
27083,26.97,10.44,10
27085,27.43,10.44,10
27087,26.99,10.44,10
27089,26.97,10.44,10
27091,26.97,10.44,10
27093,27.49,10.44,10
27095,28.34,10.44,10
27097,26.97,10.44,10
27099,27.51,10.44,10
27100,25.35,10.44,9.65
27101,26.97,10.44,10
27103,28.48,10.44,10
27105,27.3,10.44,10
27107,26.97,10.44,10
27109,29.18,10.44,10
27111,27.04,10.44,10
27113,27.31,10.44,10
27115,27.49,10.44,10
27117,26.97,10.44,10
27119,27.84,10.44,10
27121,27.24,10.44,10
27123,30.63,10.44,10
27125,26.97,10.44,10
27127,26.97,10.44,10
27129,26.97,10.44,10
27131,28.5,10.44,10
27133,27.11,10.44,10
27135,27.16,10.44,10
27137,27.72,10.44,10
27139,30.63,10.44,10
27140,27.18,10.44,7.25
27141,30.63,10.44,10
27143,27.49,10.44,10
27145,27.63,10.44,10
27147,27.84,10.44,10
27149,26.97,10.44,10
27151,26.97,10.44,10
27153,26.97,10.44,10
27155,26.97,10.44,10
27157,27.4,10.44,10
27159,26.97,10.44,10
27161,26.97,10.44,10
27163,30.63,10.44,10
27165,26.97,10.44,10
27167,26.97,10.44,10
27169,27.42,10.44,10
27171,30.63,10.44,10
27173,26.97,10.44,10
27180,23.45,10.44,7.25
27260,27.58,10.44,8.56
27340,27.68,10.44,7.25
27500,26.89,10.44,7.25
27620,26.79,10.44,9.45
27740,24.32,10.44,7.25
27780,23.79,10.44,7.25
27860,27.38,10.44,10
27900,27.09,10.44,9.45
27980,34.72,12.01,10.1
28001,25.93,10.44,7.25
28003,25.78,10.44,7.25
28005,25.78,10.44,7.25
28007,25.78,10.44,7.25
28009,25.78,10.44,7.25
28011,25.78,10.44,7.25
28013,25.78,10.44,7.25
28015,25.84,10.44,7.25
28017,25.78,10.44,7.25
28019,25.98,10.44,7.25
28020,27.35,10.44,9.65
28021,25.78,10.44,7.25
28023,25.78,10.44,7.25
28025,25.78,10.44,7.25
28027,25.78,10.44,7.25
28029,27.58,10.44,7.25
28031,25.95,10.44,7.25
28033,27.39,10.44,7.25
28035,26.97,10.44,7.25
28037,25.78,10.44,7.25
28039,26.42,10.44,7.25
28041,25.78,10.44,7.25
28043,25.78,10.44,7.25
28045,27.12,10.44,7.25
28047,27.12,10.44,7.25
28049,27.58,10.44,7.25
28051,25.78,10.44,7.25
28053,25.78,10.44,7.25
28055,25.78,10.44,7.25
28057,25.78,10.44,7.25
28059,26.96,10.44,7.25
28061,25.84,10.44,7.25
28063,25.78,10.44,7.25
28065,25.78,10.44,7.25
28067,26.25,10.44,7.25
28069,25.78,10.44,7.25
28071,27.63,10.44,7.25
28073,26.97,10.44,7.25
28075,26.54,10.44,7.25
28077,26.43,10.44,7.25
28079,25.78,10.44,7.25
28081,26.37,10.44,7.25
28083,25.78,10.44,7.25
28085,25.78,10.44,7.25
28087,26.02,10.44,7.25
28089,27.58,10.44,7.25
28091,25.78,10.44,7.25
28093,25.84,10.44,7.25
28095,25.78,10.44,7.25
28097,25.78,10.44,7.25
28099,25.78,10.44,7.25
28100,27.56,10.44,10
28101,25.89,10.44,7.25
28103,25.78,10.44,7.25
28105,26.75,10.44,7.25
28107,25.83,10.44,7.25
28109,26.57,10.44,7.25
28111,26.97,10.44,7.25
28113,26,10.44,7.25
28115,25.87,10.44,7.25
28117,25.78,10.44,7.25
28119,25.78,10.44,7.25
28121,27.58,10.44,7.25
28123,25.78,10.44,7.25
28125,25.78,10.44,7.25
28127,26.42,10.44,7.25
28129,25.78,10.44,7.25
28131,25.78,10.44,7.25
28133,25.78,10.44,7.25
28135,25.78,10.44,7.25
28137,26.05,10.44,7.25
28139,25.78,10.44,7.25
28140,28.91,10.44,9.45
28141,25.78,10.44,7.25
28143,26.71,10.44,7.25
28145,25.78,10.44,7.25
28147,25.78,10.44,7.25
28149,26.04,10.44,7.25
28151,25.78,10.44,7.25
28153,25.78,10.44,7.25
28155,25.78,10.44,7.25
28157,25.78,10.44,7.25
28159,25.78,10.44,7.25
28161,25.78,10.44,7.25
28163,26.16,10.44,7.25
28420,26.72,10.44,13.5
28660,25.46,10.44,7.25
28700,24.46,10.44,7.25
28740,29.44,10.44,11.8
28940,25.79,10.44,7.25
29001,26.58,10.44,9.45
29003,27.76,10.44,9.45
29005,26.58,10.44,9.45
29007,26.78,10.44,9.45
29009,26.58,10.44,9.45
29011,26.58,10.44,9.45
29013,27.04,10.44,9.45
29015,26.58,10.44,9.45
29017,27.58,10.44,9.45
29019,28.46,10.44,9.45
29020,25.78,10.44,7.25
29021,27.76,10.44,9.45
29023,26.8,10.44,9.45
29025,29.06,10.44,9.45
29027,27.22,10.44,9.45
29029,26.96,10.44,9.45
29031,27.58,10.44,9.45
29033,26.58,10.44,9.45
29035,26.59,10.44,9.45
29037,29.06,10.44,9.45
29039,26.58,10.44,9.45
29041,26.58,10.44,9.45
29043,27.39,10.44,9.45
29045,26.58,10.44,9.45
29047,29.06,10.44,9.45
29049,29.06,10.44,9.45
29051,26.84,10.44,9.45
29053,26.58,10.44,9.45
29055,26.58,10.44,9.45
29056,28.53,10.44,9.45
29057,26.68,10.44,9.45
29059,26.58,10.44,9.45
29061,26.58,10.44,9.45
29063,27.76,10.44,9.45
29065,26.58,10.44,9.45
29067,26.58,10.44,9.45
29069,26.58,10.44,9.45
29071,28.53,10.44,9.45
29073,26.58,10.44,9.45
29075,26.58,10.44,9.45
29077,27.39,10.44,9.45
29079,26.58,10.44,9.45
29081,26.58,10.44,9.45
29083,27.05,10.44,9.45
29085,26.58,10.44,9.45
29087,26.58,10.44,9.45
29089,27.01,10.44,9.45
29091,26.64,10.44,9.45
29093,26.58,10.44,9.45
29095,29.06,10.44,9.45
29097,27.22,10.44,9.45
29099,28.53,10.44,9.45
29100,26.87,10.44,7.25
29101,27.08,10.44,9.45
29103,26.58,10.44,9.45
29105,26.58,10.44,9.45
29107,29.06,10.44,9.45
29109,26.58,10.44,9.45
29111,26.58,10.44,9.45
29113,28.53,10.44,9.45
29115,26.58,10.44,9.45
29117,26.75,10.44,9.45
29119,26.58,10.44,9.45
29121,26.58,10.44,9.45
29123,26.58,10.44,9.45
29125,26.58,10.44,9.45
29127,26.66,10.44,9.45
29129,26.58,10.44,9.45
29131,26.95,10.44,9.45
29133,26.7,10.44,9.45
29135,26.58,10.44,9.45
29137,26.58,10.44,9.45
29139,26.58,10.44,9.45
29141,26.58,10.44,9.45
29143,26.58,10.44,9.45
29145,27.22,10.44,9.45
29147,26.81,10.44,9.45
29149,26.58,10.44,9.45
29151,26.84,10.44,9.45
29153,26.63,10.44,9.45
29155,26.58,10.44,9.45
29157,26.68,10.44,9.45
29159,27.03,10.44,9.45
29161,27.19,10.44,9.45
29163,26.83,10.44,9.45
29165,29.06,10.44,9.45
29167,26.95,10.44,9.45
29169,27.37,10.44,9.45
29171,26.58,10.44,9.45
29173,27.19,10.44,9.45
29175,26.58,10.44,9.45
29177,29.06,10.44,9.45
29179,26.58,10.44,9.45
29180,28.13,10.44,7.25
29181,26.58,10.44,9.45
29183,28.53,10.44,9.45
29185,26.58,10.44,9.45
29186,26.76,10.44,9.45
29187,26.58,10.44,9.45
29189,28.53,10.44,9.45
29195,26.58,10.44,9.45
29197,26.58,10.44,9.45
