Fips Code,Living Wage,Poverty Wage,Minimum Wage
29199,26.58,10.44,9.45
29200,26.24,10.44,7.25
29201,26.72,10.44,9.45
29203,26.58,10.44,9.45
29205,26.58,10.44,9.45
29207,26.58,10.44,9.45
29209,26.95,10.44,9.45
29211,26.9,10.44,9.45
29213,27.17,10.44,9.45
29215,26.58,10.44,9.45
29217,26.8,10.44,9.45
29219,28.53,10.44,9.45
29221,26.58,10.44,9.45
29223,26.58,10.44,9.45
29225,27.39,10.44,9.45
29227,26.58,10.44,9.45
29229,26.58,10.44,9.45
29340,28.06,10.44,7.25
29420,27.12,10.44,12
29460,26.65,10.44,8.56
29510,28.53,10.44,9.45
29540,25.85,10.44,7.25
29620,25.24,10.44,9.65
29700,25.98,10.44,7.25
29740,27.05,10.44,9
29820,26.98,10.44,8
29940,27.59,10.44,7.25
30001,27.11,10.44,8.65
30003,27.97,10.44,8.65
30005,26.85,10.44,8.65
30007,27.84,10.44,8.65
30009,28.13,10.44,8.65
30011,26.85,10.44,8.65
30013,27.11,10.44,8.65
30015,26.85,10.44,8.65
30017,27.45,10.44,8.65
30019,27.45,10.44,8.65
30020,26.43,10.44,7.25
30021,28.16,10.44,8.65
30023,26.85,10.44,8.65
30025,27.46,10.44,8.65
30027,27.9,10.44,8.65
30029,28.42,10.44,8.65
30031,28.87,10.44,8.65
30033,26.85,10.44,8.65
30035,27.1,10.44,8.65
30037,27.17,10.44,8.65
30039,27,10.44,8.65
30041,27.22,10.44,8.65
30043,28.32,10.44,8.65
30045,26.85,10.44,8.65
30047,27.76,10.44,8.65
30049,28.88,10.44,8.65
30051,26.85,10.44,8.65
30053,27.08,10.44,8.65
30055,27.06,10.44,8.65
30057,27.97,10.44,8.65
30059,27.14,10.44,8.65
30061,26.85,10.44,8.65
30063,28.34,10.44,8.65
30065,28.78,10.44,8.65
30067,28.62,10.44,8.65
30069,28.1,10.44,8.65
30071,26.85,10.44,8.65
30073,26.85,10.44,8.65
30075,26.87,10.44,8.65
30077,26.85,10.44,8.65
30079,28.1,10.44,8.65
30081,28.04,10.44,8.65
30083,28.8,10.44,8.65
30085,27.38,10.44,8.65
30087,26.85,10.44,8.65
30089,27.11,10.44,8.65
30091,27.59,10.44,8.65
30093,27.83,10.44,8.65
30095,27.43,10.44,8.65
30097,28.04,10.44,8.65
30099,27.43,10.44,8.65
30101,26.94,10.44,8.65
30103,27.52,10.44,8.65
30105,27.5,10.44,8.65
30107,27.01,10.44,8.65
30109,28.1,10.44,8.65
30111,28.13,10.44,8.65
30140,24.8,10.44,7.25
30300,27.46,10.44,7.25
30340,27.56,10.44,12
30460,27.28,10.44,7.25
30620,25.17,10.44,8.7
30700,27.83,10.44,9
30780,27.66,10.44,10
30860,26.11,10.44,7.25
30980,24.79,10.44,7.25
31001,27.17,10.44,9
31003,27.17,10.44,9
31005,28.1,10.44,9
31007,27.17,10.44,9
31009,27.17,10.44,9
31011,27.17,10.44,9
31013,27.17,10.44,9
31015,27.17,10.44,9
31017,27.4,10.44,9
31019,27.78,10.44,9
31020,26.01,10.44,13.5
31021,27.17,10.44,9
31023,27.23,10.44,9
31025,28.98,10.44,9
31027,27.17,10.44,9
31029,27.17,10.44,9
31031,27.17,10.44,9
31033,27.17,10.44,9
31035,27.17,10.44,9
31037,27.17,10.44,9
31039,27.17,10.44,9
31041,27.17,10.44,9
31043,27.94,10.44,9
31045,27.26,10.44,9
31047,27.19,10.44,9
31049,27.17,10.44,9
31051,27.94,10.44,9
31053,27.83,10.44,9
31055,28.98,10.44,9
31057,27.17,10.44,9
31059,27.17,10.44,9
31061,27.17,10.44,9
31063,27.17,10.44,9
31065,27.17,10.44,9
31067,27.17,10.44,9
31069,27.17,10.44,9
31071,27.17,10.44,9
31073,27.17,10.44,9
31075,27.17,10.44,9
31077,27.17,10.44,9
31079,27.77,10.44,9
31080,37.96,10.44,12
31081,27.24,10.44,9
31083,27.17,10.44,9
31085,27.67,10.44,9
31087,27.17,10.44,9
31089,27.17,10.44,9
31091,27.17,10.44,9
31093,27.17,10.44,9
31095,27.17,10.44,9
31097,27.17,10.44,9
31099,27.52,10.44,9
31101,27.17,10.44,9
31103,27.17,10.44,9
31105,27.19,10.44,9
31107,27.17,10.44,9
31109,28.39,10.44,9
31111,27.25,10.44,9
31113,27.17,10.44,9
31115,27.17,10.44,9
31117,27.17,10.44,9
31119,27.29,10.44,9
31121,27.17,10.44,9
31123,27.41,10.44,9
31125,27.17,10.44,9
31127,27.17,10.44,9
31129,27.17,10.44,9
31131,27.32,10.44,9
31133,27.17,10.44,9
31135,27.17,10.44,9
31137,27.17,10.44,9
31139,27.17,10.44,9
31140,27.5,10.44,7.25
31141,27.61,10.44,9
31143,27.17,10.44,9
31145,27.17,10.44,9
31147,27.17,10.44,9
31149,27.17,10.44,9
31151,27.99,10.44,9
31153,28.98,10.44,9
31155,27.6,10.44,9
31157,27.37,10.44,9
31159,27.38,10.44,9
31161,27.17,10.44,9
31163,27.17,10.44,9
31165,27.17,10.44,9
31167,27.72,10.44,9
31169,27.17,10.44,9
31171,27.2,10.44,9
31173,27.17,10.44,9
31175,27.17,10.44,9
31177,28.98,10.44,9
31179,27.17,10.44,9
31180,25.94,10.44,7.25
31181,27.17,10.44,9
31183,27.17,10.44,9
31185,27.17,10.44,9
31340,27.12,10.44,7.25
31420,26.93,10.44,7.25
31460,31.1,10.44,12
31540,29.05,10.44,7.25
31700,27.67,10.44,7.25
31740,26.11,10.44,7.25
31860,28.22,10.44,10
31900,25.06,10.44,8.7
32001,25.7,10.44,8
32003,26.98,10.44,8
32005,26.89,10.44,8
32007,26.18,10.44,8
32009,24.52,10.44,8
32011,25.71,10.44,8
32013,26.21,10.44,8
32015,26.7,10.44,8
32017,24.7,10.44,8
32019,25.34,10.44,8
32021,24.52,10.44,8
32023,25.35,10.44,8
32027,24.52,10.44,8
32029,26.92,10.44,8
32031,26.92,10.44,8
32033,25.41,10.44,8
32510,26.06,10.44,8
32580,25.19,10.44,7.25
32780,30.05,10.44,12
32820,25.56,10.44,7.25
32900,29.91,10.44,12
33001,26.23,10.44,7.25
33003,26.11,10.44,7.25
33005,26.51,10.44,7.25
33007,24.55,10.44,7.25
33009,26.1,10.44,7.25
33011,27.67,10.44,7.25
33013,26.98,10.44,7.25
33015,29.07,10.44,7.25
33017,28.21,10.44,7.25
33019,26.08,10.44,7.25
33100,31.01,10.44,8.56
33140,26.15,10.44,7.25
33220,25.41,10.44,9.65
33260,29.11,10.44,7.25
33340,27.55,10.44,7.25
33460,30.36,10.44,10
33540,28.01,10.44,8.65
33660,26.74,10.44,7.25
33700,31.1,10.44,12
33740,26.91,10.44,7.25
33780,25.73,10.44,9.65
33860,26.66,10.44,7.25
34001,30.81,10.44,11
34003,33.09,10.44,11
34005,30.25,10.44,11
34007,30.25,10.44,11
34009,30.42,10.44,11
34011,30.48,10.44,11
34013,32.09,10.44,11
34015,30.25,10.44,11
34017,33.58,10.44,11
34019,34.14,10.44,11
34021,31.89,10.44,11
34023,34.14,10.44,11
34025,33.2,10.44,11
34027,32.09,10.44,11
34029,33.2,10.44,11
34031,33.09,10.44,11
34033,30.25,10.44,11
34035,34.14,10.44,11
34037,32.09,10.44,11
34039,32.09,10.44,11
34041,29.85,10.44,11
34060,26.93,10.44,8.75
34100,23.81,10.44,7.25
34580,27.52,10.44,13.5
34620,25.9,10.44,7.25
34740,25.24,10.44,9.65
34820,29.92,10.44,7.25
34900,36.92,10.44,12
34940,29.77,10.44,8.56
34980,27.22,10.44,7.25
35001,28.18,10.44,9
35003,27.02,10.44,9
35005,27.71,10.44,9
35006,27.02,10.44,9
35007,27.22,10.44,9
35009,28.2,10.44,9
35011,27.53,10.44,9
35013,27.22,10.44,9
35015,28.51,10.44,9
35017,27.24,10.44,9
35019,27.02,10.44,9
35021,27.02,10.44,9
35023,27.02,10.44,9
35025,28.7,10.44,9
35027,28.12,10.44,9
35028,29.81,10.44,9
35029,27.02,10.44,9
35031,27.02,10.44,9
35033,27.53,10.44,9
35035,27.02,10.44,9
35037,27.02,10.44,9
35039,27.02,10.44,9
35041,27.51,10.44,9
35043,28.18,10.44,9
35045,27.78,10.44,9
35047,27.43,10.44,9
35049,29.46,10.44,9
35051,27.15,10.44,9
35053,27.02,10.44,9
35055,28.16,10.44,9
35057,28.18,10.44,9
35059,27.02,10.44,9
35061,28.18,10.44,9
35100,27.47,10.44,7.25
35300,30.15,10.44,12
35380,29.77,10.44,7.25
35620,34.35,10.44,11.8
35660,25.14,10.44,9.65
35840,28.69,10.44,8.56
35980,29.14,10.44,12
36001,28.47,10.44,11.8
36003,26.01,10.44,11.8
36005,34.97,10.44,11.8
36007,26.78,10.44,11.8
36009,26.02,10.44,11.8
36011,26.75,10.44,11.8
36013,26.09,10.44,11.8
36015,26.91,10.44,11.8
36017,26.49,10.44,11.8
36019,26.94,10.44,11.8
36021,27.83,10.44,11.8
36023,26.99,10.44,11.8
36025,26.43,10.44,11.8
36027,30.96,10.44,11.8
36029,26.94,10.44,11.8
36031,27.09,10.44,11.8
36033,26.23,10.44,11.8
36035,26.74,10.44,11.8
36037,26.78,10.44,11.8
36039,27.85,10.44,11.8
36041,26.96,10.44,11.8
36043,26.56,10.44,11.8
36045,28.8,10.44,11.8
36047,34.97,10.44,11.8
36049,26.47,10.44,11.8
36051,27.88,10.44,11.8
36053,27.36,10.44,11.8
36055,27.88,10.44,11.8
36057,26.54,10.44,11.8
36059,35.27,10.44,11.8
36061,34.97,10.44,11.8
36063,26.94,10.44,11.8
36065,26.56,10.44,11.8
36067,27.36,10.44,11.8
36069,27.88,10.44,11.8
36071,30.96,10.44,11.8
36073,27.88,10.44,11.8
36075,27.36,10.44,11.8
36077,27.16,10.44,11.8
36079,34.97,10.44,11.8
36081,34.97,10.44,11.8
36083,28.47,10.44,11.8
36085,34.97,10.44,11.8
36087,34.97,10.44,11.8
36089,26.85,10.44,11.8
36091,28.47,10.44,11.8
36093,28.47,10.44,11.8
36095,28.47,10.44,11.8
36097,26.18,10.44,11.8
36099,26.83,10.44,11.8
36100,26.54,10.44,8.56
36101,26.34,10.44,11.8
36103,35.27,10.44,11.8
36105,28.08,10.44,11.8
36107,26.78,10.44,11.8
36109,29.33,10.44,11.8
36111,29.64,10.44,11.8
36113,27.76,10.44,11.8
36115,27.76,10.44,11.8
36117,27.88,10.44,11.8
36119,35.15,10.44,11.8
36121,26.18,10.44,11.8
36123,26.45,10.44,11.8
36140,29.53,10.44,11
36220,28.01,10.44,7.25
36260,28.17,10.44,7.25
36420,27.49,10.44,7.25
36500,27.27,10.44,13.5
36540,28.44,10.44,9
36740,28.88,10.44,8.56
36780,26.57,10.44,7.25
36980,26.77,10.44,7.25
37001,27.15,10.44,7.25
37003,26.18,10.44,7.25
37005,25.89,10.44,7.25
37007,25.89,10.44,7.25
37009,25.89,10.44,7.25
37011,26.39,10.44,7.25
37013,25.89,10.44,7.25
37015,25.89,10.44,7.25
37017,25.89,10.44,7.25
37019,27.14,10.44,7.25
37021,30.08,10.44,7.25
37023,26.18,10.44,7.25
37025,28.7,10.44,7.25
37027,26.18,10.44,7.25
37029,28.78,10.44,7.25
37031,27.01,10.44,7.25
37033,25.89,10.44,7.25
37035,26.18,10.44,7.25
37037,28.88,10.44,7.25
37039,25.95,10.44,7.25
37041,26.71,10.44,7.25
37043,26.48,10.44,7.25
37045,25.9,10.44,7.25
37047,25.89,10.44,7.25
37049,27.74,10.44,7.25
37051,27.2,10.44,7.25
37053,29.23,10.44,7.25
37055,27.8,10.44,7.25
37057,26.06,10.44,7.25
37059,26.55,10.44,7.25
37061,25.89,10.44,7.25
37063,28.88,10.44,7.25
37065,26.48,10.44,7.25
37067,26.55,10.44,7.25
37069,29.42,10.44,7.25
37071,28.7,10.44,7.25
37073,26.07,10.44,7.25
37075,25.89,10.44,7.25
37077,26.94,10.44,7.25
37079,25.89,10.44,7.25
37081,27.09,10.44,7.25
37083,26.24,10.44,7.25
37085,26.71,10.44,7.25
37087,27.66,10.44,7.25
37089,30.08,10.44,7.25
37091,26.42,10.44,7.25
37093,26.25,10.44,7.25
37095,26.94,10.44,7.25
37097,27.36,10.44,7.25
37099,26.04,10.44,7.25
37100,37.4,10.44,12
37101,29.42,10.44,7.25
37103,25.89,10.44,7.25
37105,26.32,10.44,7.25
37107,26.24,10.44,7.25
37109,26.81,10.44,7.25
37111,25.89,10.44,7.25
37113,26.43,10.44,7.25
37115,30.08,10.44,7.25
37117,25.89,10.44,7.25
37119,28.7,10.44,7.25
37121,25.89,10.44,7.25
37123,25.89,10.44,7.25
37125,26.87,10.44,7.25
37127,26.48,10.44,7.25
37129,28.01,10.44,7.25
37131,25.89,10.44,7.25
37133,27.68,10.44,7.25
37135,28.88,10.44,7.25
37137,26.51,10.44,7.25
37139,26.73,10.44,7.25
37141,26.5,10.44,7.25
37143,26.96,10.44,7.25
37145,26.26,10.44,7.25
37147,26.63,10.44,7.25
37149,26.43,10.44,7.25
37151,27.09,10.44,7.25
37153,25.89,10.44,7.25
37155,25.89,10.44,7.25
37157,25.93,10.44,7.25
37159,27.12,10.44,7.25
37161,25.89,10.44,7.25
37163,25.89,10.44,7.25
37165,25.89,10.44,7.25
37167,25.89,10.44,7.25
37169,26.55,10.44,7.25
37171,25.89,10.44,7.25
37173,25.89,10.44,7.25
37175,25.96,10.44,7.25
37177,25.94,10.44,7.25
37179,28.7,10.44,7.25
37181,25.89,10.44,7.25
37183,29.42,10.44,7.25
37185,25.89,10.44,7.25
37187,25.89,10.44,7.25
37189,27.28,10.44,7.25
37191,26.9,10.44,7.25
37193,25.89,10.44,7.25
37195,26.44,10.44,7.25
37197,26.55,10.44,7.25
37199,25.89,10.44,7.25
37340,27.74,10.44,8.56
37460,27.3,10.44,8.56
37620,26.03,10.44,8.75
37860,26.91,10.44,8.56
37900,26.09,10.44,10
37980,27.23,10.44,7.25
38001,25.4,10.44,7.25
38003,25.43,10.44,7.25
38005,25.4,10.44,7.25
38007,25.59,10.44,7.25
38009,25.4,10.44,7.25
38011,25.4,10.44,7.25
38013,26.42,10.44,7.25
38015,26.63,10.44,7.25
38017,26.23,10.44,7.25
38019,25.4,10.44,7.25
38021,25.4,10.44,7.25
38023,25.4,10.44,7.25
38025,28.25,10.44,7.25
38027,25.4,10.44,7.25
38029,25.4,10.44,7.25
38031,25.4,10.44,7.25
38033,26.43,10.44,7.25
38035,26.21,10.44,7.25
38037,25.4,10.44,7.25
38039,25.4,10.44,7.25
38041,25.59,10.44,7.25
38043,25.4,10.44,7.25
38045,25.4,10.44,7.25
38047,25.4,10.44,7.25
38049,25.4,10.44,7.25
38051,25.4,10.44,7.25
38053,27.59,10.44,7.25
38055,25.4,10.44,7.25
38057,25.75,10.44,7.25
38059,26.63,10.44,7.25
38060,29.25,10.44,12
38061,26.19,10.44,7.25
38063,25.4,10.44,7.25
38065,26.59,10.44,7.25
38067,25.4,10.44,7.25
38069,25.4,10.44,7.25
38071,25.4,10.44,7.25
38073,25.4,10.44,7.25
38075,25.4,10.44,7.25
38077,25.4,10.44,7.25
38079,25.4,10.44,7.25
38081,25.4,10.44,7.25
38083,25.59,10.44,7.25
38085,25.4,10.44,7.25
38087,25.59,10.44,7.25
38089,26.82,10.44,7.25
38091,25.4,10.44,7.25
38093,25.4,10.44,7.25
38095,25.4,10.44,7.25
38097,25.4,10.44,7.25
38099,25.4,10.44,7.25
38101,27.18,10.44,7.25
38103,25.4,10.44,7.25
38105,26.74,10.44,7.25
38220,27.02,10.44,10
38300,24.94,10.44,7.25
38340,26.37,10.44,12.75
38540,26.29,10.44,7.25
38860,30.65,10.44,12
38900,33.44,10.44,12
38940,28.61,10.44,8.56
39001,25.36,10.44,8.7
39003,25.48,10.44,8.7
39005,25.36,10.44,8.7
39007,25.36,10.44,8.7
39009,26.11,10.44,8.7
39011,25.36,10.44,8.7
39013,25.65,10.44,8.7
39015,25.48,10.44,8.7
39017,26.55,10.44,8.7
39019,25.83,10.44,8.7
39021,25.41,10.44,8.7
39023,25.82,10.44,8.7
39025,26.55,10.44,8.7
39027,25.57,10.44,8.7
39029,25.36,10.44,8.7
39031,25.36,10.44,8.7
39033,25.36,10.44,8.7
39035,26.44,10.44,8.7
39037,25.36,10.44,8.7
39039,25.36,10.44,8.7
39041,27.44,10.44,8.7
39043,25.8,10.44,8.7
39045,27.44,10.44,8.7
39047,25.65,10.44,8.7
39049,27.44,10.44,8.7
39051,25.86,10.44,8.7
39053,25.36,10.44,8.7
39055,26.44,10.44,8.7
39057,25.93,10.44,8.7
39059,25.36,10.44,8.7
39061,26.55,10.44,8.7
39063,25.79,10.44,8.7
39065,25.36,10.44,8.7
39067,25.36,10.44,8.7
39069,25.36,10.44,8.7
39071,25.36,10.44,8.7
39073,25.36,10.44,8.7
39075,25.36,10.44,8.7
39077,25.36,10.44,8.7
39079,25.38,10.44,8.7
39081,25.36,10.44,8.7
39083,25.44,10.44,8.7
39085,26.44,10.44,8.7
39087,26.15,10.44,8.7
39089,27.44,10.44,8.7
39091,25.86,10.44,8.7
39093,26.44,10.44,8.7
39095,25.86,10.44,8.7
39097,27.44,10.44,8.7
39099,25.39,10.44,8.7
39101,25.86,10.44,8.7
39103,26.44,10.44,8.7
39105,25.36,10.44,8.7
39107,25.36,10.44,8.7
39109,25.93,10.44,8.7
39111,25.36,10.44,8.7
39113,25.93,10.44,8.7
39115,25.36,10.44,8.7
39117,27.44,10.44,8.7
39119,25.52,10.44,8.7
39121,25.38,10.44,8.7
39123,25.5,10.44,8.7
39125,25.36,10.44,8.7
39127,25.59,10.44,8.7
39129,27.44,10.44,8.7
39131,25.36,10.44,8.7
39133,26.42,10.44,8.7
39135,25.43,10.44,8.7
39137,25.36,10.44,8.7
39139,25.36,10.44,8.7
39140,28.21,10.44,12
39141,25.82,10.44,8.7
39143,25.38,10.44,8.7
39145,25.36,10.44,8.7
39147,25.36,10.44,8.7
39149,25.42,10.44,8.7
39151,25.83,10.44,8.7
39153,26.42,10.44,8.7
39155,25.39,10.44,8.7
39157,25.79,10.44,8.7
39159,27.42,10.44,8.7
39161,25.38,10.44,8.7
39163,25.36,10.44,8.7
39165,26.55,10.44,8.7
39167,25.36,10.44,8.7
39169,25.61,10.44,8.7
39171,25.36,10.44,8.7
39173,25.86,10.44,8.7
39175,25.36,10.44,8.7
39300,27.86,10.44,10.5
39340,27.6,10.44,7.25
39380,27.5,10.44,12
39460,27.37,10.44,8.56
39540,27.14,10.44,7.25
39580,29.42,10.44,7.25
39660,26.38,10.44,9.3
39740,25.22,10.44,7.25
39820,30.05,10.44,12
39900,26.92,10.44,8
40001,26.14,10.44,7.25
40003,26.25,10.44,7.25
40005,26.14,10.44,7.25
40007,26.22,10.44,7.25
40009,27.1,10.44,7.25
40011,26.14,10.44,7.25
40013,26.25,10.44,7.25
40015,26.14,10.44,7.25
40017,27.71,10.44,7.25
40019,26.36,10.44,7.25
40021,26.14,10.44,7.25
40023,26.14,10.44,7.25
40025,26.14,10.44,7.25
40027,27.71,10.44,7.25
40029,26.14,10.44,7.25
40031,26.58,10.44,7.25
40033,26.14,10.44,7.25
40035,26.28,10.44,7.25
40037,27.65,10.44,7.25
40039,26.14,10.44,7.25
40041,26.14,10.44,7.25
40043,26.39,10.44,7.25
40045,26.43,10.44,7.25
40047,27.1,10.44,7.25
40049,26.14,10.44,7.25
40051,26.23,10.44,7.25
40053,26.27,10.44,7.25
40055,26.48,10.44,7.25
40057,26.14,10.44,7.25
40059,26.14,10.44,7.25
40060,28.96,10.44,7.25
40061,26.14,10.44,7.25
40063,26.14,10.44,7.25
40065,26.26,10.44,7.25
40067,26.14,10.44,7.25
40069,26.14,10.44,7.25
40071,26.14,10.44,7.25
40073,26.3,10.44,7.25
40075,26.14,10.44,7.25
40077,26.14,10.44,7.25
40079,26.14,10.44,7.25
40081,26.14,10.44,7.25
40083,27.71,10.44,7.25
40085,26.35,10.44,7.25
40087,27.71,10.44,7.25
40089,26.14,10.44,7.25
40091,26.14,10.44,7.25
40093,26.14,10.44,7.25
40095,26.14,10.44,7.25
40097,26.26,10.44,7.25
40099,26.14,10.44,7.25
40101,26.14,10.44,7.25
40103,26.14,10.44,7.25
40105,26.48,10.44,7.25
40107,26.14,10.44,7.25
40109,27.71,10.44,7.25
40111,26.14,10.44,7.25
40113,27.65,10.44,7.25
40115,26.36,10.44,7.25
40117,26.18,10.44,7.25
40119,26.84,10.44,7.25
40121,26.55,10.44,7.25
40123,26.33,10.44,7.25
40125,26.34,10.44,7.25
40127,26.14,10.44,7.25
40129,26.14,10.44,7.25
40131,27.65,10.44,7.25
40133,26.14,10.44,7.25
40135,26.14,10.44,7.25
40137,26.14,10.44,7.25
40139,26.53,10.44,7.25
40140,32.48,10.44,12
40141,26.14,10.44,7.25
40143,27.65,10.44,7.25
40145,27.65,10.44,7.25
40147,26.21,10.44,7.25
40149,26.14,10.44,7.25
40151,26.2,10.44,7.25
40153,26.57,10.44,7.25
40220,25.32,10.44,7.25
40340,28.54,10.44,10
40380,27.64,10.44,11.8
40420,26.96,10.44,10
40580,26.48,10.44,7.25
40660,26.86,10.44,7.25
40900,32.97,10.44,12
40980,25.18,10.44,9.65
41001,28.3,10.44,12
41003,31.2,10.44,12
41005,33.58,10.44,12
41007,29.95,10.44,12
41009,33.58,10.44,12
41011,28.94,10.44,12
41013,29.25,10.44,12
41015,30.06,10.44,12
41017,31.35,10.44,12
41019,30.42,10.44,12
41021,29.4,10.44,12
41023,28.13,10.44,12
41025,27.73,10.44,12
41027,31.19,10.44,12
41029,30.2,10.44,12
41031,28.69,10.44,12
41033,30.4,10.44,12
41035,28.77,10.44,12
41037,28.03,10.44,12
41039,31.19,10.44,12
41041,29.97,10.44,12
41043,30.59,10.44,12
41045,28.55,10.44,12
41047,29.88,10.44,12
41049,28.84,10.44,12
41051,33.58,10.44,12
41053,29.88,10.44,12
41055,28.82,10.44,12
41057,29.27,10.44,12
41059,28.66,10.44,12
41060,27.38,10.44,10
41061,28.74,10.44,12
41063,28.44,10.44,12
41065,30.96,10.44,12
41067,33.58,10.44,12
41069,27.73,10.44,12
41071,33.58,10.44,12
41100,27.84,10.44,7.25
41140,27.62,10.44,9.45
41180,28.37,10.44,9.45
41420,29.74,10.44,12
41500,36.4,10.44,12
41540,28.18,10.44,11
41620,29.29,10.44,7.25
41660,26.6,10.44,7.25
41700,27.21,10.44,7.25
41740,38.1,10.44,12
41860,42.97,10.44,12
41940,44.83,10.44,12
42001,25.11,10.44,7.25
42003,24.97,10.44,7.25
42005,23.99,10.44,7.25
42007,24.97,10.44,7.25
42009,23.79,10.44,7.25
42011,25.22,10.44,7.25
42013,24.17,10.44,7.25
42015,24.11,10.44,7.25
42017,27.23,10.44,7.25
42019,24.97,10.44,7.25
42020,35.25,10.44,12
42021,23.79,10.44,7.25
42023,23.79,10.44,7.25
42025,25.88,10.44,7.25
42027,25.39,10.44,7.25
42029,27.23,10.44,7.25
42031,23.79,10.44,7.25
42033,23.79,10.44,7.25
42035,24.25,10.44,7.25
42037,24.31,10.44,7.25
42039,23.86,10.44,7.25
42041,25.39,10.44,7.25
42043,25.39,10.44,7.25
42045,27.23,10.44,7.25
42047,23.79,10.44,7.25
42049,24.2,10.44,7.25
42051,24.97,10.44,7.25
42053,23.85,10.44,7.25
42055,24.83,10.44,7.25
42057,23.79,10.44,7.25
42059,23.92,10.44,7.25
42061,23.79,10.44,7.25
42063,24.18,10.44,7.25
42065,23.79,10.44,7.25
42067,23.79,10.44,7.25
42069,24.39,10.44,7.25
42071,25.85,10.44,7.25
42073,24.12,10.44,7.25
42075,24.8,10.44,7.25
42077,25.88,10.44,7.25
42079,24.39,10.44,7.25
42081,24.52,10.44,7.25
42083,23.79,10.44,7.25
42085,23.85,10.44,7.25
42087,23.79,10.44,7.25
42089,26.05,10.44,7.25
42091,27.23,10.44,7.25
42093,24.5,10.44,7.25
42095,25.88,10.44,7.25
42097,23.79,10.44,7.25
42099,25.39,10.44,7.25
42100,41.73,10.44,12
42101,27.23,10.44,7.25
42103,27.68,10.44,7.25
42105,23.79,10.44,7.25
42107,23.85,10.44,7.25
42109,24.07,10.44,7.25
42111,23.79,10.44,7.25
42113,23.79,10.44,7.25
42115,24.19,10.44,7.25
42117,24.26,10.44,7.25
42119,24.22,10.44,7.25
42121,23.79,10.44,7.25
42123,23.79,10.44,7.25
42125,24.97,10.44,7.25
42127,24.88,10.44,7.25
42129,24.97,10.44,7.25
42131,24.39,10.44,7.25
42133,25.53,10.44,7.25
42140,29.29,10.44,9
42200,40.26,10.44,12
42220,37.44,10.44,12
42340,28.7,10.44,7.25
42540,24.39,10.44,7.25
42660,32.44,10.44,13.5
42680,27.34,10.44,8.56
42700,26.19,10.44,8.56
43100,26.17,10.44,7.25
43300,26.34,10.44,7.25
43340,28.74,10.44,7.25
43420,27.02,10.44,12
43580,28.46,10.44,7.25
43620,26.07,10.44,9.3
43780,26.51,10.44,7.25
43900,29.21,10.44,7.25
44001,27.67,10.44,10.5
44003,27.67,10.44,10.5
44005,29.58,10.44,10.5
44007,27.67,10.44,10.5
44009,27.85,10.44,10.5
44060,25.56,10.44,13.5
44100,26.78,10.44,10
44140,25.83,10.44,12.75
44180,27.19,10.44,9.45
44220,25.51,10.44,8.7
44300,25.39,10.44,7.25
44420,27.67,10.44,7.25
44700,31.39,10.44,12
44940,27.35,10.44,7.25
45001,28.01,10.44,7.25
45003,29.44,10.44,7.25
45005,28.01,10.44,7.25
45007,28.84,10.44,7.25
45009,28.22,10.44,7.25
45011,28.01,10.44,7.25
45013,30.76,10.44,7.25
